,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,Total uncertainty 6,standard deviation 6,mean 6,Total uncertainty 7,standard deviation 7,mean 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,mean 9a,Total uncertainty 10,standard deviation 10,mean 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,mean 12,Total uncertainty 13,standard deviation 13,mean 13,Total uncertainty 14,standard deviation 14,mean 14,Total uncertainty 15,standard deviation 15,mean 15,Total uncertainty 16,standard deviation 16,mean 16,Total uncertainty 17,standard deviation 17,mean 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,mean 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght,id
0,9.366666666666667,2.0182817819387053,1.7277669902912622,6.075,2.0182817819387053,0.6155339805825243,6.800000000000001,,16.233333333333334,2.6269720962916048,0.1017475728155339,6.0,,5.75,2.0182817819387053,0.9157281553398058,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,110.0,72.24445663685573,"[9, 17, 12, 16, 10]",0.563,0.6639999999999999,0.571,0.493,0.030999999999999917,0.6981981981981995,"(125.0, 560.0)",435.0,77
1,9.366666666666667,2.0182817819387053,0.9846232876712327,6.075,2.0182817819387053,0.0,6.800000000000001,,16.233333333333334,2.6269720962916048,6.84931506849315e-05,6.0,,5.75,2.0182817819387053,0.9899486301369864,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,2.1145979525948126,60.9026198630137,8.299999999999999,2.1145979525948126,1.973458904109589,4.6000000000000005,,11.100000000000001,2.1145979525948126,11.539640410958905,8.7,2.2079157441041266,1.798904109589041,6.233333333333333,2.1145979525948126,0.0,0.9,0.7702771223902047,0.0,8.7,2.2079157441041266,0.0,11.100000000000001,2.1145979525948126,0.0,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,0.0,0.0,,45.0,78.18926369863014,"[9, 12, 10, 13, 1]",0.712,0.7050000000000001,0.5700000000000001,0.5349999999999999,0.06099999999999994,0.688487584650113,"(70.0, 370.0)",300.0,88
2,9.366666666666667,2.0182817819387053,1.3815384615384616,6.075,2.0182817819387053,0.816923076923077,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0807692307692307,6.0,,5.75,2.0182817819387053,0.3161538461538462,6.449999999999999,2.055001436297168,0.0023076923076923,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,50.0,71.48137224551891,"[9, 17, 12, 10, 16]",0.5469999999999999,0.7010000000000001,0.562,0.515,0.037000000000000255,0.8026030368763699,"(110.0, 491.25)",381.25,96
3,9.366666666666667,2.0182817819387053,1.9776286353467565,6.075,2.0182817819387053,29.677852348993287,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,6.930648769574944,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,2.1145979525948126,17.370246085011185,8.299999999999999,2.1145979525948126,6.883668903803132,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,0.0044742729306487,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,185.0,96.71103814709964,"[2, 17, 9, 6, 10]",0.526,0.5489999999999999,0.612,0.503,0.017999999999999794,0.5607476635513937,"(200.0, 816.25)",616.25,108
4,9.366666666666667,2.0182817819387053,0.7373333333333333,6.075,2.0182817819387053,8.208333333333334,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,2.704,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,2.1145979525948126,6.5873333333333335,8.299999999999999,2.1145979525948126,2.388,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,80.0,55.518762239839916,"[17, 2, 9, 12, 6]",0.646,0.517,0.523,0.587,0.018999999999999906,0.5277777777777752,"(105.0, 452.5)",347.5,110
5,9.366666666666667,2.0182817819387053,0.593,6.075,2.0182817819387053,8.919,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,2.7636666666666665,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,6.3196666666666665,8.299999999999999,2.1145979525948126,2.912,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,110.0,63.34095604035117,"[17, 2, 7, 9, 12]",0.641,0.521,0.517,0.524,0.010000000000000009,0.3278688524590188,"(135.0, 550.0)",415.0,111
6,9.366666666666667,2.0182817819387053,8.368387096774194,6.075,2.0182817819387053,0.0109677419354838,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0397204301075268,6.0,,5.75,2.0182817819387053,1.6566666666666667,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,125.0,85.89928234048841,"[9, 17, 1, 7, 12]",0.534,0.609,0.525,0.5640000000000001,0.01900000000000024,0.4449648711943829,"(165.0, 690.0)",525.0,119
7,9.366666666666667,2.0182817819387053,0.710231884057971,6.075,2.0182817819387053,0.0,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0137246376811594,6.0,,5.75,2.0182817819387053,0.5217391304347826,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,70.0,77.06923605717846,"[9, 17, 7, 12, 16]",0.55,0.663,0.548,0.5509999999999999,0.04699999999999971,,"(140.0, 586.25)",446.25,138
8,9.366666666666667,2.0182817819387053,6.714535901926445,6.075,2.0182817819387053,12.936952714535902,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,0.2162872154115586,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,100.0,95.69131623687845,"[9, 17, 2, 1, 7]",0.5509999999999999,0.577,0.5840000000000001,0.488,0.02400000000000002,0.6521739130434859,"(185.0, 762.5)",577.5,141
9,9.366666666666667,2.0182817819387053,57.72336201191264,6.075,2.0182817819387053,0.1191264063534083,6.800000000000001,,16.233333333333334,2.6269720962916048,9.238914626075449,6.0,,5.75,2.0182817819387053,6.604897418927862,6.449999999999999,2.055001436297168,16.61151555261416,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,175.0,159.18149595371014,"[1, 9, 17, 7, 4]",0.607,0.511,0.5569999999999999,0.554,0.02200000000000013,,"(325.0, 1276.25)",951.25,149
10,9.366666666666667,2.0182817819387053,11.105,6.075,2.0182817819387053,0.1883333333333333,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,8.453333333333333,6.449999999999999,2.055001436297168,43.54333333333334,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,315.0,132.1736799378266,"[7, 9, 17, 1, 6]",0.565,0.512,0.601,0.546,0.02200000000000002,0.6811145510835899,"(260.0, 1100.0)",840.0,154
11,9.366666666666667,2.0182817819387053,1.750909090909091,6.075,2.0182817819387053,0.1990909090909091,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0209090909090909,6.0,,5.75,2.0182817819387053,2.2345454545454544,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,100.0,80.02899495045908,"[9, 17, 7, 12, 16]",0.558,0.656,0.536,0.563,0.03300000000000014,0.7173913043478275,"(155.0, 630.0)",475.0,158
12,9.366666666666667,2.0182817819387053,5.0594358745319,6.075,2.0182817819387053,0.572164771360841,6.800000000000001,,16.233333333333334,2.6269720962916048,0.1233723846497406,6.0,,5.75,2.0182817819387053,1.0473769196413234,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,160.0,82.62589035518835,"[9, 17, 7, 1, 12]",0.503,0.657,0.5469999999999999,0.532,0.03199999999999992,,"(165.0, 640.0)",475.0,175
13,9.366666666666667,2.0182817819387053,10.053156146179402,6.075,2.0182817819387053,0.479829140958709,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0925486473659231,6.0,,5.75,2.0182817819387053,1.0436639772187946,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,135.0,87.49273831672737,"[9, 17, 1, 7, 12]",0.529,0.627,0.5409999999999999,0.536,0.023000000000000242,0.5411764705882423,"(170.0, 666.25)",496.25,176
14,9.366666666666667,2.0182817819387053,12.33165137614679,6.075,2.0182817819387053,0.3903669724770642,6.800000000000001,,16.233333333333334,2.6269720962916048,0.05,6.0,,5.75,2.0182817819387053,1.034862385321101,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,75.0,89.6304211389495,"[9, 17, 1, 7, 12]",0.528,0.5720000000000001,0.595,0.528,0.018999999999999906,0.4059829059829057,"(165.0, 647.5)",482.5,179
15,9.366666666666667,2.0182817819387053,4.598870056497175,6.075,2.0182817819387053,0.3709981167608286,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,2.15819209039548,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,115.0,82.95160066865803,"[9, 17, 7, 12, 1]",0.525,0.654,0.521,0.529,0.027000000000000135,0.8517350157728804,"(168.75, 690.0)",521.25,180
16,9.366666666666667,2.0182817819387053,0.0066445182724252,6.075,2.0182817819387053,11.079734219269104,6.800000000000001,,16.233333333333334,2.6269720962916048,0.0,6.0,,5.75,2.0182817819387053,0.2167774086378737,6.449999999999999,2.055001436297168,6.939860467177937,0.0,,8.299999999999999,2.1145979525948126,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,165.0,87.12669655118394,"[9, 17, 2, 7, 12]",0.532,0.61,0.596,0.54,0.038000000000000034,0.8616780045351482,"(165.0, 655.0)",490.0,187
