,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,mean 6,Total uncertainty 7,standard deviation 7,mean 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,mean 9a,Total uncertainty 10,standard deviation 10,mean 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,mean 12,Total uncertainty 13,standard deviation 13,mean 13,Total uncertainty 14,standard deviation 14,mean 14,Total uncertainty 15,standard deviation 15,mean 15,Total uncertainty 16,standard deviation 16,mean 16,Total uncertainty 17,standard deviation 17,mean 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,mean 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght,id,mean 11
0,9.366666666666667,2.0182817819387053,1.7277669902912622,6.075,2.0182817819387053,0.6155339805825243,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.1017475728155339,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,0.9157281553398058,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,1.9002415406058841,1.8515461840767222,0.0,,90.0,72.24445663685573,"[9, 17, 12, 16, 10]",0.552,0.6950000000000001,0.567,0.536,0.039000000000000146,0.8783783783783856,"(115.0, 455.0)",340.0,77,
1,9.366666666666667,2.0182817819387053,0.9846232876712327,6.075,2.0182817819387053,0.0,6.800000000000001,1.7831766905349025,1.7123287671232875e-05,16.233333333333334,2.6269720962916048,6.84931506849315e-05,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,0.9899486301369864,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,1.9560795557458144,60.9026198630137,8.299999999999999,2.1145979525948126,1.973458904109589,4.6000000000000005,,11.100000000000001,2.1145979525948126,11.539640410958905,8.7,2.2079157441041266,1.798904109589041,6.233333333333333,2.1145979525948126,0.0,0.9,0.7702771223902047,0.0,8.7,2.2079157441041266,0.0,11.100000000000001,2.1145979525948126,0.0,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,0.0,0.0,,80.0,78.18928082191782,"[9, 12, 10, 13, 1]",0.708,0.746,0.503,0.558,0.06499999999999972,0.7336343115124131,"(80.0, 466.25)",386.25,88,
2,9.366666666666667,2.0182817819387053,1.3815384615384616,6.075,2.0182817819387053,0.816923076923077,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0807692307692307,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,0.3161538461538462,6.449999999999999,2.055001436297168,0.0023076923076923,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,1.9002415406058841,1.8515461840767222,0.0,,50.0,71.48137224551891,"[9, 17, 12, 10, 16]",0.5549999999999999,0.6890000000000001,0.554,0.516,0.031000000000000028,0.6724511930585761,"(100.0, 416.25)",316.25,96,
3,9.366666666666667,2.0182817819387053,1.9776286353467565,6.075,1.6392580608878475,29.677852348993287,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0,6.0,1.9002415406058841,0.0,5.75,1.669020172360893,6.930648769574944,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,1.9560795557458144,17.370246085011185,8.299999999999999,2.1145979525948126,6.883668903803132,4.6000000000000005,1.236215133788839,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,0.0044742729306487,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,130.0,99.73564664821821,"[2, 17, 9, 10, 6]",0.5349999999999999,0.532,0.611,0.518,0.02399999999999991,0.747663551401864,"(175.0, 616.25)",441.25,108,3.024608501118568
4,9.366666666666667,2.0182817819387053,0.7373333333333333,6.075,1.6392580608878475,8.208333333333334,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,2.704,6.449999999999999,2.055001436297168,0.0,0.0,,8.299999999999999,1.9560795557458144,6.5873333333333335,8.299999999999999,2.1145979525948126,2.388,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,60.0,55.518762239839916,"[17, 2, 9, 12, 16]",0.619,0.523,0.5660000000000001,0.5569999999999999,0.0239999999999998,0.6666666666666612,"(105.0, 365.0)",260.0,110,
5,9.366666666666667,2.0182817819387053,0.593,6.075,1.6392580608878475,8.919,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,2.7636666666666665,6.449999999999999,1.7718351005007222,6.939860467177937,0.0,,8.299999999999999,1.9560795557458144,6.3196666666666665,8.299999999999999,2.1145979525948126,2.912,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,65.0,63.34095604035117,"[17, 7, 2, 9, 12]",0.626,0.505,0.548,0.5389999999999999,0.029000000000000026,0.9508196721311546,"(125.0, 425.0)",300.0,111,
6,9.366666666666667,1.6392580608878475,8.368387096774194,6.075,2.0182817819387053,0.0109677419354838,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0397204301075268,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,1.6566666666666667,6.449999999999999,1.7718351005007222,6.939860467177937,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,130.0,85.89928234048841,"[9, 17, 1, 7, 12]",0.512,0.655,0.511,0.548,0.0229999999999998,0.5386416861826625,"(155.0, 625.0)",470.0,119,
7,9.366666666666667,2.0182817819387053,0.710231884057971,6.075,2.0182817819387053,0.0,6.800000000000001,1.7831766905349025,0.0,16.233333333333334,2.6269720962916048,0.0137246376811594,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,0.5217391304347826,6.449999999999999,1.7718351005007222,6.939860467177937,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,125.0,77.06923605717846,"[9, 17, 7, 12, 10]",0.5509999999999999,0.665,0.542,0.55,0.03599999999999992,0.8256880733944918,"(130.0, 506.25)",376.25,138,
8,9.366666666666667,1.6392580608878475,6.714535901926445,6.075,1.6392580608878475,12.936952714535902,6.800000000000001,1.7831766905349025,0.0008756567425569,16.233333333333334,2.6269720962916048,0.0,6.0,1.9002415406058841,0.0,5.75,2.0182817819387053,0.2162872154115586,6.449999999999999,1.7718351005007222,6.939860467177937,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,1.9002415406058841,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,120.0,95.692191893621,"[9, 17, 2, 7, 1]",0.567,0.577,0.5920000000000001,0.493,0.024000000000000243,0.652173913043492,"(173.75, 651.25)",477.5,141,
9,9.366666666666667,1.6392580608878475,57.72336201191264,6.075,2.0182817819387053,0.1191264063534083,6.800000000000001,,,16.233333333333334,1.7831766905349025,9.238914626075449,6.0,1.9002415406058841,0.0,5.75,1.669020172360893,6.604897418927862,6.449999999999999,1.7718351005007222,16.61151555261416,0.0,,8.299999999999999,1.9560795557458144,30.88445844998943,8.299999999999999,2.1145979525948126,3.105459247997264,4.6000000000000005,,11.100000000000001,2.1145979525948126,5.390844687051973,8.7,2.2079157441041266,1.027243108400224,6.233333333333333,2.1145979525948126,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,8.7,2.2079157441041266,2.9915191887296144,11.100000000000001,2.1145979525948126,22.704347253734305,0.0,,0.0,,0.0,,6.233333333333333,2.1145979525948126,0.0,8.7,2.2079157441041266,1.8515461840767222,0.0,,265.0,159.18149595371014,"[1, 9, 17, 7, 4]",0.606,0.5409999999999999,0.5569999999999999,0.585,0.028999999999999915,,"(295.0, 958.75)",663.75,149,
