,id,scope_item_id,staff,type,total,total_by_staff
684,77,1,2575.0,Déclaration,4449.0,1.7277669902912622
685,77,2,2575.0,Déclaration,1585.0,0.6155339805825243
686,77,3,2575.0,Déclaration,0.0,0.0
687,77,4,2575.0,Déclaration,262.0,0.10174757281553398
688,77,5,2575.0,Déclaration,0.0,0.0
689,77,6,2575.0,Déclaration,2358.0,0.9157281553398058
690,77,7,2575.0,Déclaration,0.0,0.0
765,88,1,584.0,Déclaration,575.02,0.9846232876712329
766,88,2,584.0,Déclaration,0.0,0.0
767,88,3,584.0,Déclaration,0.01,1.7123287671232875e-05
768,88,4,584.0,Déclaration,0.04,6.84931506849315e-05
769,88,5,584.0,Déclaration,0.0,0.0
770,88,6,584.0,Déclaration,578.13,0.9899486301369863
771,88,7,584.0,Déclaration,0.0,0.0
772,88,8,584.0,Déclaration,114.05,0.19529109589041097
773,88,9,584.0,Déclaration,35567.13,60.9026198630137
774,88,10,584.0,Déclaration,1152.5,1.9734589041095891
775,88,11,584.0,Déclaration,609.44,1.0435616438356166
776,88,12,584.0,Déclaration,6739.15,11.539640410958903
777,88,13,584.0,Déclaration,1050.56,1.798904109589041
778,88,14,584.0,Déclaration,0.0,0.0
779,88,15,584.0,Déclaration,0.0,0.0
780,88,16,584.0,Déclaration,0.0,0.0
781,88,17,584.0,Déclaration,0.0,0.0
782,88,18,584.0,Déclaration,0.0,0.0
783,88,19,584.0,Déclaration,0.0,0.0
784,88,20,584.0,Déclaration,3703.84,6.342191780821918
785,88,21,584.0,Déclaration,0.0,0.0
786,88,22,584.0,Déclaration,0.0,0.0
787,88,23,584.0,Déclaration,5.63,0.00964041095890411
859,96,1,1300.0,Déclaration,1796.0,1.3815384615384616
860,96,2,1300.0,Déclaration,1062.0,0.816923076923077
861,96,3,1300.0,Déclaration,0.0,0.0
862,96,4,1300.0,Déclaration,105.0,0.08076923076923077
863,96,5,1300.0,Déclaration,0.0,0.0
864,96,6,1300.0,Déclaration,411.0,0.3161538461538462
865,96,7,1300.0,Déclaration,3.0,0.002307692307692308
911,108,1,894.0,Déclaration,1768.0,1.9776286353467563
912,108,2,894.0,Déclaration,26532.0,29.677852348993287
913,108,3,894.0,Déclaration,0.0,0.0
914,108,4,894.0,Déclaration,0.0,0.0
915,108,5,894.0,Déclaration,0.0,0.0
916,108,6,894.0,Déclaration,6196.0,6.930648769574944
917,108,7,894.0,Déclaration,0.0,0.0
918,108,8,894.0,Déclaration,4539.0,5.077181208053691
919,108,9,894.0,Déclaration,15529.0,17.370246085011185
920,108,10,894.0,Déclaration,6154.0,6.883668903803132
921,108,11,894.0,Déclaration,2704.0,3.024608501118568
922,108,13,894.0,Déclaration,4.0,0.0044742729306487695
923,108,19,894.0,Déclaration,459.0,0.5134228187919463
924,110,1,3000.0,Déclaration,2212.0,0.7373333333333333
925,110,2,3000.0,Déclaration,24625.0,8.208333333333334
926,110,3,3000.0,Déclaration,0.0,0.0
927,110,4,3000.0,Déclaration,0.0,0.0
928,110,5,3000.0,Déclaration,0.0,0.0
929,110,6,3000.0,Déclaration,8112.0,2.704
930,110,7,3000.0,Déclaration,0.0,0.0
931,110,8,3000.0,Déclaration,4341.0,1.447
932,110,9,3000.0,Déclaration,19762.0,6.5873333333333335
933,110,10,3000.0,Déclaration,7164.0,2.388
934,110,11,3000.0,Déclaration,3154.0,1.0513333333333332
935,110,19,3000.0,Déclaration,372.0,0.124
936,111,1,3000.0,Déclaration,1779.0,0.593
937,111,2,3000.0,Déclaration,26757.0,8.919
938,111,3,3000.0,Déclaration,0.0,0.0
939,111,4,3000.0,Déclaration,0.0,0.0
940,111,5,3000.0,Déclaration,0.0,0.0
941,111,6,3000.0,Déclaration,8291.0,2.7636666666666665
943,111,8,3000.0,Déclaration,4711.0,1.5703333333333334
944,111,9,3000.0,Déclaration,18959.0,6.3196666666666665
945,111,10,3000.0,Déclaration,8736.0,2.912
946,111,11,3000.0,Déclaration,3044.0,1.0146666666666666
947,111,19,3000.0,Déclaration,354.0,0.118
1022,119,1,930.0,Déclaration,7782.6,8.368387096774194
1023,119,2,930.0,Déclaration,10.2,0.01096774193548387
1024,119,3,930.0,Déclaration,0.0,0.0
1025,119,4,930.0,Déclaration,36.94,0.03972043010752688
1026,119,5,930.0,Déclaration,0.0,0.0
1027,119,6,930.0,Déclaration,1540.7,1.6566666666666667
1125,138,1,690.0,Déclaration,490.06,0.710231884057971
1126,138,2,690.0,Déclaration,0.0,0.0
1127,138,3,690.0,Déclaration,0.0,0.0
1128,138,4,690.0,Déclaration,9.47,0.013724637681159422
1129,138,5,690.0,Déclaration,0.0,0.0
1130,138,6,690.0,Déclaration,360.0,0.5217391304347826
1178,141,1,1142.0,Déclaration,7668.0,6.714535901926445
1179,141,2,1142.0,Déclaration,14774.0,12.936952714535902
1180,141,3,1142.0,Déclaration,1.0,0.0008756567425569177
1181,141,4,1142.0,Déclaration,0.0,0.0
1182,141,5,1142.0,Déclaration,0.0,0.0
1183,141,6,1142.0,Déclaration,247.0,0.21628721541155868
1204,149,1,7555.0,Déclaration,436100.0,57.72336201191264
1205,149,2,7555.0,Déclaration,900.0,0.11912640635340833
1206,149,3,7555.0,Déclaration,212200.0,28.087359364659164
1207,149,4,7555.0,Déclaration,69800.0,9.238914626075447
1208,149,5,7555.0,Déclaration,0.0,0.0
1209,149,6,7555.0,Déclaration,49900.0,6.604897418927862
1210,149,7,7555.0,Déclaration,125500.0,16.61151555261416
1253,154,1,600.0,Déclaration,6663.0,11.105
1254,154,2,600.0,Déclaration,113.0,0.18833333333333332
1255,154,3,600.0,Déclaration,0.0,0.0
1256,154,4,600.0,Déclaration,0.0,0.0
1257,154,5,600.0,Déclaration,0.0,0.0
1258,154,6,600.0,Déclaration,5072.0,8.453333333333333
1259,154,7,600.0,Déclaration,26126.0,43.54333333333334
1281,158,1,1100.0,Déclaration,1926.0,1.750909090909091
1282,158,2,1100.0,Déclaration,219.0,0.1990909090909091
1283,158,3,1100.0,Déclaration,1117.0,1.0154545454545454
1284,158,4,1100.0,Déclaration,23.0,0.02090909090909091
1285,158,5,1100.0,Déclaration,0.0,0.0
1286,158,6,1100.0,Déclaration,2458.0,2.2345454545454544
1520,175,1,29107.0,Déclaration,147265.0,5.0594358745319
1521,175,2,29107.0,Déclaration,16654.0,0.572164771360841
1522,175,3,29107.0,Déclaration,0.0,0.0
1523,175,4,29107.0,Déclaration,3591.0,0.12337238464974061
1524,175,5,29107.0,Déclaration,0.0,0.0
1525,175,6,29107.0,Déclaration,30486.0,1.0473769196413234
1534,176,1,2107.0,Déclaration,21182.0,10.053156146179402
1535,176,2,2107.0,Déclaration,1011.0,0.47982914095870904
1536,176,3,2107.0,Déclaration,0.0,0.0
1537,176,4,2107.0,Déclaration,195.0,0.09254864736592311
1538,176,5,2107.0,Déclaration,0.0,0.0
1539,176,6,2107.0,Déclaration,2199.0,1.0436639772187946
1548,179,1,2180.0,Déclaration,26883.0,12.33165137614679
1549,179,2,2180.0,Déclaration,851.0,0.3903669724770642
1550,179,3,2180.0,Déclaration,0.0,0.0
1551,179,4,2180.0,Déclaration,109.0,0.05
1552,179,5,2180.0,Déclaration,0.0,0.0
1553,179,6,2180.0,Déclaration,2256.0,1.034862385321101
1562,180,1,531.0,Déclaration,2442.0,4.598870056497175
1563,180,2,531.0,Déclaration,197.0,0.3709981167608286
1564,180,3,531.0,Déclaration,0.0,0.0
1565,180,4,531.0,Déclaration,0.0,0.0
1566,180,5,531.0,Déclaration,0.0,0.0
1567,180,6,531.0,Déclaration,1146.0,2.15819209039548
1629,187,1,1204.0,Déclaration,8.0,0.006644518272425249
1630,187,2,1204.0,Déclaration,13340.0,11.079734219269103
1631,187,3,1204.0,Déclaration,1.0,0.0008305647840531562
1632,187,4,1204.0,Déclaration,0.0,0.0
1633,187,5,1204.0,Déclaration,0.0,0.0
1634,187,6,1204.0,Déclaration,261.0,0.21677740863787376
1968,206,1,700.0,Déclaration,6482.0,9.26
1969,206,2,700.0,Déclaration,1200.0,1.7142857142857142
1970,206,3,700.0,Déclaration,844845.0,1206.9214285714286
1971,206,4,700.0,Déclaration,0.0,0.0
1972,206,5,700.0,Déclaration,0.0,0.0
1973,206,6,700.0,Déclaration,6779.0,9.684285714285714
2012,209,1,1204.0,Déclaration,464.509,0.3858048172757475
2013,209,2,1204.0,Déclaration,802.266,0.6663338870431893
2014,209,3,1204.0,Déclaration,0.0,0.0
2015,209,4,1204.0,Déclaration,0.2,0.00016611295681063124
2016,209,5,1204.0,Déclaration,0.0,0.0
2017,209,6,1204.0,Déclaration,1170.128,0.9718671096345515
2040,211,1,1235.0,Déclaration,1486.0,1.203238866396761
2041,211,2,1235.0,Déclaration,580.0,0.46963562753036436
2042,211,3,1235.0,Déclaration,0.0,0.0
2043,211,4,1235.0,Déclaration,0.0,0.0
2044,211,5,1235.0,Déclaration,0.0,0.0
2045,211,6,1235.0,Déclaration,374.0,0.302834008097166
2046,211,7,1235.0,Déclaration,0.0,0.0
2047,211,8,1235.0,Déclaration,470.0,0.3805668016194332
2048,211,9,1235.0,Déclaration,80919.0,65.52145748987854
2049,211,10,1235.0,Déclaration,3231.0,2.6161943319838055
2050,211,11,1235.0,Déclaration,1012.0,0.8194331983805668
2051,211,12,1235.0,Déclaration,1470.0,1.1902834008097165
2052,211,13,1235.0,Déclaration,0.0,0.0
2053,211,14,1235.0,Déclaration,44.0,0.03562753036437247
2054,211,15,1235.0,Déclaration,0.0,0.0
2055,211,16,1235.0,Déclaration,36.0,0.029149797570850202
2056,211,17,1235.0,Déclaration,4828.0,3.909311740890688
2057,211,18,1235.0,Déclaration,0.0,0.0
2058,211,19,1235.0,Déclaration,173.0,0.14008097165991903
2059,211,20,1235.0,Déclaration,0.0,0.0
2060,211,21,1235.0,Déclaration,0.0,0.0
2061,211,22,1235.0,Déclaration,3261.0,2.640485829959514
2062,211,23,1235.0,Déclaration,0.0,0.0
2198,227,1,3943.0,Déclaration,9023.0,2.2883591174232816
2199,227,2,3943.0,Déclaration,154.0,0.039056555921886886
2200,227,3,3943.0,Déclaration,29428.0,7.463352777073294
2201,227,4,3943.0,Déclaration,647.0,0.16408825767182347
2202,227,5,3943.0,Déclaration,0.0,0.0
2203,227,6,3943.0,Déclaration,7889.0,2.000760841998478
2204,227,7,3943.0,Déclaration,0.0,0.0
2243,236,1,1312.0,Déclaration,2062.58,1.5720884146341463
2244,236,2,1312.0,Déclaration,0.0,0.0
2245,236,3,1312.0,Déclaration,0.0,0.0
2246,236,4,1312.0,Déclaration,0.0,0.0
2247,236,5,1312.0,Déclaration,0.0,0.0
2248,236,6,1312.0,Déclaration,763.71,0.5820960365853659
2278,240,1,750.0,Déclaration,2321.0,3.0946666666666665
2279,240,2,750.0,Déclaration,306.0,0.408
2280,240,3,750.0,Déclaration,0.0,0.0
2281,240,4,750.0,Déclaration,30.0,0.04
2282,240,5,750.0,Déclaration,0.0,0.0
2283,240,6,750.0,Déclaration,1809.0,2.412
2366,246,1,1592.0,Déclaration,203708.0,127.9572864321608
2367,246,2,1592.0,Déclaration,5748.0,3.6105527638190953
2368,246,3,1592.0,Déclaration,0.0,0.0
2369,246,4,1592.0,Déclaration,64.0,0.04020100502512563
2370,246,5,1592.0,Déclaration,0.0,0.0
2371,246,6,1592.0,Déclaration,8054.0,5.059045226130653
2372,246,7,1592.0,Déclaration,4264.0,2.678391959798995
2681,273,1,1159.0,Déclaration,3057.0,2.637618636755824
2682,273,2,1159.0,Déclaration,423.0,0.36496980155306297
2683,273,3,1159.0,Déclaration,0.0,0.0
2684,273,4,1159.0,Déclaration,0.0,0.0
2685,273,5,1159.0,Déclaration,0.0,0.0
2686,273,6,1159.0,Déclaration,446.0,0.38481449525452976
2709,276,1,775.0,Déclaration,7.5,0.00967741935483871
2710,276,2,775.0,Déclaration,3097.2,3.9963870967741935
2711,276,3,775.0,Déclaration,0.0,0.0
2712,276,4,775.0,Déclaration,0.0,0.0
2713,276,5,775.0,Déclaration,0.0,0.0
2714,276,6,775.0,Déclaration,85.3,0.11006451612903226
2715,276,7,775.0,Déclaration,30.9,0.039870967741935485
2716,276,9,775.0,Déclaration,47.8,0.061677419354838704
2717,276,10,775.0,Déclaration,1396.8,1.8023225806451613
2718,276,13,775.0,Déclaration,673.639,0.8692116129032258
2719,276,23,775.0,Déclaration,125.5,0.16193548387096773
2720,283,1,519.0,Déclaration,56.0,0.10789980732177264
2721,283,2,519.0,Déclaration,0.0,0.0
2722,283,3,519.0,Déclaration,0.0,0.0
2723,283,4,519.0,Déclaration,0.0,0.0
2724,283,5,519.0,Déclaration,0.0,0.0
2725,283,6,519.0,Déclaration,141.0,0.27167630057803466
2787,287,1,940.0,Déclaration,156.53,0.16652127659574467
2788,287,2,940.0,Déclaration,83.3425,0.08866223404255319
2789,287,3,940.0,Déclaration,0.0,0.0
2790,287,4,940.0,Déclaration,135.711,0.14437340425531917
2791,287,5,940.0,Déclaration,0.0,0.0
2792,287,6,940.0,Déclaration,505.27,0.5375212765957447
2793,287,7,940.0,Déclaration,175.68,0.1868936170212766
3269,339,1,1542.0,Déclaration,279.6,0.1813229571984436
3270,339,2,1542.0,Déclaration,55.9,0.03625162127107652
3271,339,3,1542.0,Déclaration,0.0,0.0
3272,339,4,1542.0,Déclaration,548.8,0.3559014267185473
3273,339,5,1542.0,Déclaration,0.0,0.0
3274,339,6,1542.0,Déclaration,2585.5,1.6767185473411155
3530,360,1,5140.0,Déclaration,202485.17,39.3940019455253
3531,360,2,5140.0,Déclaration,0.0,0.0
3532,360,3,5140.0,Déclaration,36912.21,7.181363813229572
3533,360,4,5140.0,Déclaration,0.36,7.003891050583658e-05
3534,360,5,5140.0,Déclaration,0.0,0.0
3535,360,6,5140.0,Déclaration,15284.9,2.973715953307393
3544,361,1,1639.0,Déclaration,172187.0,105.05613178767541
3545,361,2,1639.0,Déclaration,4947.0,3.0183038438071996
3546,361,3,1639.0,Déclaration,20882.0,12.740695546064673
3547,361,4,1639.0,Déclaration,0.0,0.0
3548,361,5,1639.0,Déclaration,0.0,0.0
3549,361,6,1639.0,Déclaration,7385.0,4.505796217205613
3711,374,1,910.0,Déclaration,545.0,0.5989010989010989
3712,374,2,910.0,Déclaration,1040.0,1.1428571428571428
3713,374,3,910.0,Déclaration,0.0,0.0
3714,374,4,910.0,Déclaration,27.0,0.02967032967032967
3715,374,5,910.0,Déclaration,0.0,0.0
3716,374,6,910.0,Déclaration,1021.0,1.121978021978022
3717,374,7,910.0,Déclaration,0.0,0.0
3718,374,12,910.0,Déclaration,3130.0,3.4395604395604398
3727,375,1,773.0,Déclaration,53241.0,68.875808538163
3728,375,2,773.0,Déclaration,142.0,0.18369987063389392
3729,375,3,773.0,Déclaration,0.0,0.0
3730,375,4,773.0,Déclaration,299.0,0.3868046571798189
3731,375,5,773.0,Déclaration,0.0,0.0
3732,375,6,773.0,Déclaration,2817.0,3.644243208279431
3734,375,8,773.0,Déclaration,12.0,0.015523932729624839
3735,375,11,773.0,Déclaration,4834.0,6.2535575679172055
3736,375,13,773.0,Déclaration,8056.0,10.421733505821475
3737,375,18,773.0,Déclaration,7649.0,9.895213454075032
3746,376,1,1162.0,Déclaration,141.3,0.12160068846815836
3747,376,2,1162.0,Déclaration,518.01,0.44579173838209984
3748,376,3,1162.0,Déclaration,0.0,0.0
3749,376,4,1162.0,Déclaration,0.0,0.0
3750,376,5,1162.0,Déclaration,0.0,0.0
3751,376,6,1162.0,Déclaration,413.68,0.3560068846815835
3752,376,7,1162.0,Déclaration,0.0,0.0
3753,376,8,1162.0,Déclaration,350.63,0.3017469879518072
3754,376,9,1162.0,Déclaration,9509.38,8.183631669535282
3755,376,10,1162.0,Déclaration,1563.73,1.3457228915662651
3756,376,11,1162.0,Déclaration,427.69,0.36806368330464717
3757,376,12,1162.0,Déclaration,0.0,0.0
3758,376,13,1162.0,Déclaration,162.72,0.14003442340791739
3759,376,14,1162.0,Déclaration,0.0,0.0
3760,376,15,1162.0,Déclaration,0.0,0.0
3761,376,16,1162.0,Déclaration,0.0,0.0
3762,376,17,1162.0,Déclaration,16312.87,14.038614457831326
3763,376,18,1162.0,Déclaration,0.0,0.0
3764,376,19,1162.0,Déclaration,501.32,0.43142857142857144
3765,376,20,1162.0,Déclaration,0.0,0.0
3766,376,21,1162.0,Déclaration,0.0,0.0
3767,376,22,1162.0,Déclaration,2482.95,2.1367900172117036
3768,376,23,1162.0,Déclaration,8.72,0.007504302925989674
3836,400,1,1863.0,Déclaration,147.0,0.07890499194847021
3837,400,2,1863.0,Déclaration,69.14,0.037112184648416535
3838,400,3,1863.0,Déclaration,0.0,0.0
3839,400,4,1863.0,Déclaration,934.6,0.5016639828234031
3840,400,5,1863.0,Déclaration,0.0,0.0
3841,400,6,1863.0,Déclaration,818.0,0.43907675791733763
3842,400,7,1863.0,Déclaration,2628.0,1.4106280193236715
3857,402,1,789.0,Déclaration,2407.0,3.0506970849176174
3858,402,2,789.0,Déclaration,332.0,0.4207858048162231
3859,402,3,789.0,Déclaration,0.0,0.0
3860,402,4,789.0,Déclaration,0.0,0.0
3861,402,5,789.0,Déclaration,24.0,0.030418250950570342
3862,402,6,789.0,Déclaration,836.0,1.0595690747782003
3864,402,8,789.0,Déclaration,613.0,0.7769328263624842
3895,407,1,783.0,Déclaration,1353.0,1.7279693486590038
3896,407,2,783.0,Déclaration,138.0,0.17624521072796934
3897,407,3,783.0,Déclaration,0.0,0.0
3898,407,4,783.0,Déclaration,233.0,0.29757343550446996
3899,407,5,783.0,Déclaration,0.0,0.0
3900,407,6,783.0,Déclaration,1100.0,1.40485312899106
3902,407,8,783.0,Déclaration,688.0,0.8786717752234994
3932,415,1,765.0,Déclaration,126.0,0.16470588235294117
3933,415,2,765.0,Déclaration,1064.0,1.3908496732026143
3934,415,3,765.0,Déclaration,0.0,0.0
3935,415,4,765.0,Déclaration,0.0,0.0
3936,415,5,765.0,Déclaration,0.0,0.0
3937,415,6,765.0,Déclaration,836.0,1.0928104575163398
3939,415,8,765.0,Déclaration,308.0,0.40261437908496733
3948,416,1,3428.0,Déclaration,28560.0,8.331388564760793
3949,416,2,3428.0,Déclaration,11691.0,3.410443407234539
3950,416,3,3428.0,Déclaration,0.0,0.0
3951,416,4,3428.0,Déclaration,2144.0,0.6254375729288215
3952,416,5,3428.0,Déclaration,0.0,0.0
3953,416,6,3428.0,Déclaration,13499.0,3.9378646441073513
3954,416,7,3428.0,Déclaration,5948.0,1.73512252042007
3955,416,8,3428.0,Déclaration,8638.0,2.5198366394399065
3956,416,9,3428.0,Déclaration,31804.0,9.277712952158693
3957,416,10,3428.0,Déclaration,15500.0,4.521586931155192
3958,416,11,3428.0,Déclaration,749.0,0.21849474912485414
3959,416,12,3428.0,Déclaration,420.0,0.12252042007001167
3960,416,13,3428.0,Déclaration,270.0,0.07876312718786464
3961,416,16,3428.0,Déclaration,53648.0,15.649941656942824
3962,416,22,3428.0,Déclaration,4841.0,1.412193698949825
3963,423,1,2037.0,Déclaration,1190.94,0.5846539027982327
3964,423,2,2037.0,Déclaration,57.0,0.027982326951399118
3965,423,3,2037.0,Déclaration,192.12,0.09431516936671576
3966,423,4,2037.0,Déclaration,19.7,0.009671084928816888
3967,423,5,2037.0,Déclaration,0.0,0.0
3968,423,6,2037.0,Déclaration,663.64,0.3257928325969563
3970,423,8,2037.0,Déclaration,512.11,0.2514040255277369
3971,423,10,2037.0,Déclaration,13.09,0.006426116838487973
3980,424,1,1000.0,Déclaration,4294.0,4.294
3981,424,2,1000.0,Déclaration,2234.0,2.234
3982,424,3,1000.0,Déclaration,0.0,0.0
3983,424,4,1000.0,Déclaration,55.0,0.055
3984,424,5,1000.0,Déclaration,0.0,0.0
3985,424,6,1000.0,Déclaration,1417.0,1.417
3994,427,1,1200.0,Déclaration,974.0,0.8116666666666666
3995,427,2,1200.0,Déclaration,76.0,0.06333333333333334
3996,427,3,1200.0,Déclaration,0.0,0.0
3997,427,4,1200.0,Déclaration,22.0,0.018333333333333333
3998,427,5,1200.0,Déclaration,0.0,0.0
3999,427,6,1200.0,Déclaration,529.0,0.44083333333333335
4000,427,7,1200.0,Déclaration,0.0,0.0
4008,428,1,486.0,Déclaration,417.0,0.8580246913580247
4009,428,2,486.0,Déclaration,90.0,0.18518518518518517
4010,428,3,486.0,Déclaration,0.0,0.0
4011,428,4,486.0,Déclaration,18.0,0.037037037037037035
4012,428,5,486.0,Déclaration,0.0,0.0
4013,428,6,486.0,Déclaration,724.0,1.4897119341563787
4014,428,7,486.0,Déclaration,0.0,0.0
4022,429,1,2250.0,Déclaration,3374.0,1.4995555555555555
4023,429,2,2250.0,Déclaration,116.0,0.051555555555555556
4024,429,3,2250.0,Déclaration,0.0,0.0
4025,429,4,2250.0,Déclaration,312.0,0.13866666666666666
4026,429,5,2250.0,Déclaration,0.0,0.0
4027,429,6,2250.0,Déclaration,3389.0,1.5062222222222221
4028,429,7,2250.0,Déclaration,0.0,0.0
4073,432,1,1300.0,Déclaration,728.63,0.5604846153846154
4074,432,2,1300.0,Déclaration,0.0,0.0
4075,432,3,1300.0,Déclaration,10858.0,8.352307692307692
4076,432,4,1300.0,Déclaration,204.0,0.15692307692307692
4077,432,5,1300.0,Déclaration,0.0,0.0
4078,432,6,1300.0,Déclaration,923.0,0.71
4080,432,8,1300.0,Déclaration,399.0,0.3069230769230769
4081,432,9,1300.0,Déclaration,10555.0,8.11923076923077
4082,432,11,1300.0,Déclaration,456.0,0.3507692307692308
4083,432,12,1300.0,Déclaration,49749.0,38.26846153846154
4084,432,13,1300.0,Déclaration,745.0,0.573076923076923
4085,432,19,1300.0,Déclaration,388.0,0.29846153846153844
4086,432,22,1300.0,Déclaration,2615.0,2.0115384615384615
4105,436,1,454.0,Déclaration,0.0,0.0
4106,436,2,454.0,Déclaration,93.8,0.2066079295154185
4107,436,3,454.0,Déclaration,0.0,0.0
4108,436,4,454.0,Déclaration,10.2,0.022466960352422904
4109,436,5,454.0,Déclaration,0.0,0.0
4110,436,6,454.0,Déclaration,684.0,1.5066079295154184
4111,436,7,454.0,Déclaration,346.0,0.762114537444934
4112,436,8,454.0,Déclaration,310.0,0.6828193832599119
4113,436,9,454.0,Déclaration,0.0,0.0
4114,436,10,454.0,Déclaration,0.0,0.0
4115,436,11,454.0,Déclaration,0.0,0.0
4116,436,12,454.0,Déclaration,0.0,0.0
4117,436,13,454.0,Déclaration,0.0,0.0
4118,436,14,454.0,Déclaration,0.0,0.0
4119,436,15,454.0,Déclaration,0.0,0.0
4120,436,16,454.0,Déclaration,0.0,0.0
4121,436,17,454.0,Déclaration,0.0,0.0
4122,436,18,454.0,Déclaration,0.0,0.0
4123,436,19,454.0,Déclaration,0.0,0.0
4124,436,20,454.0,Déclaration,0.0,0.0
4125,436,21,454.0,Déclaration,0.0,0.0
4126,436,22,454.0,Déclaration,0.0,0.0
4127,436,23,454.0,Déclaration,0.0,0.0
4151,437,1,1350.0,Déclaration,43804.11,32.44748888888889
4152,437,2,1350.0,Déclaration,0.0,0.0
4153,437,3,1350.0,Déclaration,9757.362,7.227675555555555
4154,437,4,1350.0,Déclaration,0.0,0.0
4155,437,5,1350.0,Déclaration,0.0,0.0
4156,437,6,1350.0,Déclaration,0.0,0.0
4157,437,7,1350.0,Déclaration,0.0,0.0
4158,438,1,528.0,Déclaration,1139.0,2.1571969696969697
4159,438,2,528.0,Déclaration,60.0,0.11363636363636363
4160,438,3,528.0,Déclaration,0.0,0.0
4161,438,4,528.0,Déclaration,94.0,0.17803030303030304
4162,438,5,528.0,Déclaration,0.0,0.0
4163,438,6,528.0,Déclaration,321.0,0.6079545454545454
4164,438,7,528.0,Déclaration,0.0,0.0
4165,438,8,528.0,Déclaration,0.0,0.0
4166,438,9,528.0,Déclaration,0.0,0.0
4167,438,10,528.0,Déclaration,0.0,0.0
4168,438,11,528.0,Déclaration,0.0,0.0
4169,438,12,528.0,Déclaration,0.0,0.0
4170,438,13,528.0,Déclaration,0.0,0.0
4171,438,14,528.0,Déclaration,0.0,0.0
4172,438,15,528.0,Déclaration,0.0,0.0
4173,438,16,528.0,Déclaration,0.0,0.0
4174,438,17,528.0,Déclaration,0.0,0.0
4175,438,18,528.0,Déclaration,0.0,0.0
4176,438,19,528.0,Déclaration,0.0,0.0
4177,438,20,528.0,Déclaration,0.0,0.0
4178,438,21,528.0,Déclaration,0.0,0.0
4179,438,22,528.0,Déclaration,0.0,0.0
4180,438,23,528.0,Déclaration,0.0,0.0
4307,451,1,590.0,Déclaration,1840.0,3.1186440677966103
4308,451,2,590.0,Déclaration,23.0,0.03898305084745763
4309,451,3,590.0,Déclaration,0.0,0.0
4310,451,4,590.0,Déclaration,176.0,0.2983050847457627
4311,451,5,590.0,Déclaration,0.0,0.0
4312,451,6,590.0,Déclaration,291.0,0.49322033898305084
4313,451,7,590.0,Déclaration,0.0,0.0
4314,451,8,590.0,Déclaration,507.0,0.8593220338983051
4315,451,9,590.0,Déclaration,0.0,0.0
4316,451,10,590.0,Déclaration,0.0,0.0
4317,451,11,590.0,Déclaration,0.0,0.0
4318,451,12,590.0,Déclaration,0.0,0.0
4319,451,13,590.0,Déclaration,91.0,0.15423728813559323
4320,451,14,590.0,Déclaration,0.0,0.0
4321,451,15,590.0,Déclaration,0.0,0.0
4322,451,16,590.0,Déclaration,0.0,0.0
4323,451,17,590.0,Déclaration,0.0,0.0
4324,451,18,590.0,Déclaration,0.0,0.0
4325,451,19,590.0,Déclaration,0.0,0.0
4326,451,20,590.0,Déclaration,0.0,0.0
4327,451,21,590.0,Déclaration,0.0,0.0
4328,451,22,590.0,Déclaration,0.0,0.0
4329,451,23,590.0,Déclaration,0.0,0.0
4337,453,1,3066.0,Déclaration,26410.0,8.613829093281147
4338,453,2,3066.0,Déclaration,0.0,0.0
4339,453,3,3066.0,Déclaration,1194.0,0.38943248532289626
4340,453,4,3066.0,Déclaration,219.0,0.07142857142857142
4341,453,5,3066.0,Déclaration,0.0,0.0
4342,453,6,3066.0,Déclaration,9533.0,3.109262883235486
4343,453,7,3066.0,Déclaration,82.0,0.02674494455316373
4344,453,8,3066.0,Déclaration,5015.0,1.6356816699282453
4345,453,11,3066.0,Déclaration,3175.0,1.0355512067840835
4378,455,1,815.0,Déclaration,1309.0,1.6061349693251534
4379,455,2,815.0,Déclaration,415.0,0.50920245398773
4380,455,3,815.0,Déclaration,0.0,0.0
4381,455,4,815.0,Déclaration,0.0,0.0
4382,455,5,815.0,Déclaration,0.0,0.0
4383,455,6,815.0,Déclaration,91.0,0.1116564417177914
4384,455,7,815.0,Déclaration,0.0,0.0
4385,455,8,815.0,Déclaration,449.0,0.550920245398773
4386,455,9,815.0,Déclaration,124052.0,152.21104294478528
4387,455,10,815.0,Déclaration,1924.0,2.3607361963190185
4388,455,11,815.0,Déclaration,16.0,0.0196319018404908
4389,455,12,815.0,Déclaration,0.0,0.0
4390,455,13,815.0,Déclaration,1045.0,1.2822085889570551
4391,455,14,815.0,Déclaration,0.0,0.0
4392,455,15,815.0,Déclaration,0.0,0.0
4393,455,16,815.0,Déclaration,0.0,0.0
4394,455,17,815.0,Déclaration,0.0,0.0
4395,455,18,815.0,Déclaration,0.0,0.0
4396,455,19,815.0,Déclaration,1706.0,2.093251533742331
4397,455,20,815.0,Déclaration,0.0,0.0
4398,455,21,815.0,Déclaration,0.0,0.0
4399,455,22,815.0,Déclaration,0.0,0.0
4400,455,23,815.0,Déclaration,0.0,0.0
4473,463,1,618.0,Déclaration,248.0,0.40129449838187703
4474,463,2,618.0,Déclaration,3.0,0.0048543689320388345
4475,463,3,618.0,Déclaration,0.0,0.0
4476,463,4,618.0,Déclaration,0.0,0.0
4477,463,5,618.0,Déclaration,0.0,0.0
