,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,Total uncertainty 7,standard deviation 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9,standard deviation 9,Total uncertainty 10,standard deviation 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,Total uncertainty 13,standard deviation 13,Total uncertainty 14,standard deviation 14,Total uncertainty 15,standard deviation 15,Total uncertainty 16,standard deviation 16,Total uncertainty 17,standard deviation 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval lenght,id
count,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,0.0,0.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,778.0,750.0,639.0,339.0,749.0,708.0,783.0,783.0
mean,9.366666666666669,2.1179348760355805,23.354734308438296,6.075000000000003,1.9065936950389368,1.2540273820465089,6.799999999999997,1.9634767610871187,21.387383118318805,16.233333333333338,2.3617622791632047,2.017552053543018,6.0,1.900241540605884,0.6798653932007729,5.75,1.8783495607643068,6.450000000000003,1.9369855283402124,0.0,0.0,,,8.299999999999997,2.0608062930535316,4.600000000000001,1.7601956885184897,11.1,2.19589928766237,8.700000000000003,2.0832117803470602,6.233333333333334,1.9196963114939427,0.9000000000000004,0.7702771223902047,8.700000000000003,2.0832117803470602,11.1,2.19589928766237,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333334,1.9196963114939427,0.0,8.700000000000003,2.0832117803470602,0.0,0.0,79.42528735632185,116.47602889498143,0.6491019280205655,0.6395134666666666,0.6564749608763694,0.6520545722713864,0.21106902536715622,0.5965881846640836,582.5558748403575,3716.44061302682
std,1.77749225456214e-15,4.44373063640535e-16,118.04803318683288,2.6662383818432106e-15,2.221865318202675e-16,4.858723085482171,3.55498450912428e-15,0.0,167.74612385888213,3.55498450912428e-15,0.0,34.89297933187483,0.0,2.221865318202675e-16,14.354296412841931,0.0,4.44373063640535e-16,3.55498450912428e-15,4.44373063640535e-16,0.0,0.0,,,1.77749225456214e-15,0.0,8.8874612728107e-16,8.8874612728107e-16,1.77749225456214e-15,4.44373063640535e-16,3.55498450912428e-15,0.0,8.8874612728107e-16,2.221865318202675e-16,3.332797977304013e-16,0.0,3.55498450912428e-15,0.0,1.77749225456214e-15,4.44373063640535e-16,0.0,0.0,0.0,0.0,0.0,0.0,8.8874612728107e-16,2.221865318202675e-16,0.0,3.55498450912428e-15,0.0,0.0,0.0,117.86512828055308,593.0770110520126,0.1376041751479837,0.14155147395330564,0.1687920909511784,0.21172037255556678,0.17836421527488736,0.12623915500801014,2650.4551825494605,2228.6201874440158
min,9.366666666666667,2.117934876035581,0.0,6.075,1.906593695038937,0.0,6.800000000000001,1.9634767610871187,0.0,16.233333333333334,2.3617622791632047,0.0,6.0,1.9002415406058841,0.0,5.75,1.8783495607643064,6.449999999999999,1.936985528340212,0.0,0.0,,,8.299999999999999,2.0608062930535316,4.6000000000000005,1.7601956885184906,11.100000000000001,2.1958992876623697,8.7,2.0832117803470602,6.233333333333333,1.9196963114939425,0.9,0.7702771223902047,8.7,2.0832117803470602,11.100000000000001,2.1958992876623697,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,1.9196963114939425,0.0,8.7,2.0832117803470602,0.0,0.0,0.0,0.0004666573335198996,0.0006000000000000449,0.0024999999999999467,0.016100000000000003,0.0030000000000000027,0.0010999999999999899,0.20583468395461557,0.0,77.0
25%,9.366666666666667,2.117934876035581,0.4343850072780203,6.075,1.906593695038937,0.03073776380781315,6.800000000000001,1.9634767610871187,0.0,16.233333333333334,2.3617622791632047,0.0,6.0,1.9002415406058841,0.0,5.75,1.8783495607643064,6.449999999999999,1.936985528340212,0.0,0.0,,,8.299999999999999,2.0608062930535316,4.6000000000000005,1.7601956885184906,11.100000000000001,2.1958992876623697,8.7,2.0832117803470602,6.233333333333333,1.9196963114939425,0.9,0.7702771223902047,8.7,2.0832117803470602,11.100000000000001,2.1958992876623697,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,1.9196963114939425,0.0,8.7,2.0832117803470602,0.0,0.0,45.0,41.00441621883318,0.569775,0.5498000000000001,0.55635,0.5475,0.07100000000000029,0.5098748124028517,230.0,1731.5
50%,9.366666666666667,2.117934876035581,1.4718387553041017,6.075,1.906593695038937,0.1664282064384261,6.800000000000001,1.9634767610871187,0.0,16.233333333333334,2.3617622791632047,0.0204339963833634,6.0,1.9002415406058841,0.0,5.75,1.8783495607643064,6.449999999999999,1.936985528340212,0.0,0.0,,,8.299999999999999,2.0608062930535316,4.6000000000000005,1.7601956885184906,11.100000000000001,2.1958992876623697,8.7,2.0832117803470602,6.233333333333333,1.9196963114939425,0.9,0.7702771223902047,8.7,2.0832117803470602,11.100000000000001,2.1958992876623697,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,1.9196963114939425,0.0,8.7,2.0832117803470602,0.0,0.0,60.0,46.806307423807226,0.6473,0.6233,0.6416999999999999,0.6383,0.16830000000000012,0.5732742354013078,265.0,3918.0
75%,9.366666666666667,2.117934876035581,4.634067720869025,6.075,1.906593695038937,0.7137210884353742,6.800000000000001,1.9634767610871187,0.0009273388607889,16.233333333333334,2.3617622791632047,0.13939614950779322,6.0,1.9002415406058841,0.0,5.75,1.8783495607643064,6.449999999999999,1.936985528340212,0.0,0.0,,,8.299999999999999,2.0608062930535316,4.6000000000000005,1.7601956885184906,11.100000000000001,2.1958992876623697,8.7,2.0832117803470602,6.233333333333333,1.9196963114939425,0.9,0.7702771223902047,8.7,2.0832117803470602,11.100000000000001,2.1958992876623697,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,1.9196963114939425,0.0,8.7,2.0832117803470602,0.0,0.0,80.0,52.9955652966233,0.730675,0.7210500000000001,0.75715,0.8123499999999999,0.29990000000000006,0.687363308062755,310.0,5377.0
max,9.366666666666667,2.117934876035581,1456.668,6.075,1.906593695038937,76.53333333333333,6.800000000000001,1.9634767610871187,2142.947179946285,16.233333333333334,2.3617622791632047,953.8084745762712,6.0,1.9002415406058841,374.19557,5.75,1.8783495607643064,6.449999999999999,1.936985528340212,0.0,0.0,,,8.299999999999999,2.0608062930535316,4.6000000000000005,1.7601956885184906,11.100000000000001,2.1958992876623697,8.7,2.0832117803470602,6.233333333333333,1.9196963114939425,0.9,0.7702771223902047,8.7,2.0832117803470602,11.100000000000001,2.1958992876623697,0.0,0.0,0.0,0.0,0.0,0.0,6.233333333333333,1.9196963114939425,0.0,8.7,2.0832117803470602,0.0,0.0,1260.0,12950.215415019762,0.9974,0.9997,0.9999,0.9998,0.9973,0.9999999999999806,55620.0,8135.0
