,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,Total uncertainty 7,standard deviation 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,Total uncertainty 10,standard deviation 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,Total uncertainty 13,standard deviation 13,Total uncertainty 14,standard deviation 14,Total uncertainty 15,standard deviation 15,Total uncertainty 16,standard deviation 16,Total uncertainty 17,standard deviation 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval lenght,id
count,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,781.0,753.0,643.0,337.0,770.0,693.0,783.0,783.0
mean,69.10000000000002,2.9105530182486876,23.354734308438296,69.10000000000002,2.9105530182486876,1.2540273820465089,83.20000000000003,2.9736575369616784,21.387383118318805,83.20000000000003,2.9736575369616784,2.017552053543018,105.40000000000002,3.0521492892665196,0.6798653932007729,71.89999999999998,2.9241658552375185,83.20000000000003,2.9736575369616784,0.0,0.0,94.29999999999995,3.015472571156665,94.29999999999995,3.015472571156665,12.799999999999997,2.2594192409711433,222.19999999999996,3.287426958619242,105.40000000000002,3.0521492892665196,69.10000000000002,2.9105530182486876,12.799999999999997,2.2594192409711433,105.40000000000002,3.0521492892665196,222.19999999999996,3.287426958619242,0.0,0.0,0.0,0.0,0.0,0.0,69.10000000000002,2.9105530182486876,0.0,105.40000000000002,3.0521492892665196,0.0,0.0,146.06002554278416,152.2871473104036,0.6120023047375159,0.5984282868525896,0.6155819595645412,0.603406824925816,0.15129038961038963,0.4333419680868666,3406.345785440613,3716.44061302682
std,2.843987607299424e-14,4.44373063640535e-16,118.04803318683288,2.843987607299424e-14,4.44373063640535e-16,4.858723085482171,2.843987607299424e-14,4.44373063640535e-16,167.74612385888213,2.843987607299424e-14,4.44373063640535e-16,34.89297933187483,1.421993803649712e-14,0.0,14.354296412841931,2.843987607299424e-14,1.3331191909216053e-15,2.843987607299424e-14,4.44373063640535e-16,0.0,0.0,4.265981410949137e-14,4.44373063640535e-16,4.265981410949137e-14,4.44373063640535e-16,3.55498450912428e-15,0.0,2.843987607299424e-14,4.44373063640535e-16,1.421993803649712e-14,0.0,2.843987607299424e-14,4.44373063640535e-16,3.55498450912428e-15,0.0,1.421993803649712e-14,0.0,2.843987607299424e-14,4.44373063640535e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.843987607299424e-14,4.44373063640535e-16,0.0,1.421993803649712e-14,0.0,0.0,0.0,191.23611956315887,626.148102345648,0.10822292683215176,0.11875647690897748,0.1470525818323788,0.1883928267886668,0.1503518588777287,0.14839339476419638,7866.6959147010875,2228.6201874440158
min,69.1,2.910553018248688,0.0,69.1,2.910553018248688,0.0,83.2,2.973657536961678,0.0,83.2,2.973657536961678,0.0,105.4,3.0521492892665196,0.0,71.9,2.92416585523752,83.2,2.973657536961678,0.0,0.0,94.3,3.0154725711566654,94.3,3.0154725711566654,12.8,2.2594192409711433,222.2,3.2874269586192417,105.4,3.0521492892665196,69.1,2.910553018248688,12.8,2.2594192409711433,105.4,3.0521492892665196,222.2,3.2874269586192417,0.0,0.0,0.0,0.0,0.0,0.0,69.1,2.910553018248688,0.0,105.4,3.0521492892665196,0.0,0.0,0.0,0.0004666573335198996,0.01759999999999995,0.026499999999999968,0.03949999999999998,0.04369999999999996,0.001000000000000223,0.18908507223114043,0.0,77.0
25%,69.1,2.910553018248688,0.4343850072780203,69.1,2.910553018248688,0.03073776380781315,83.2,2.973657536961678,0.0,83.2,2.973657536961678,0.0,105.4,3.0521492892665196,0.0,71.9,2.92416585523752,83.2,2.973657536961678,0.0,0.0,94.3,3.0154725711566654,94.3,3.0154725711566654,12.8,2.2594192409711433,222.2,3.2874269586192417,105.4,3.0521492892665196,69.1,2.910553018248688,12.8,2.2594192409711433,105.4,3.0521492892665196,222.2,3.2874269586192417,0.0,0.0,0.0,0.0,0.0,0.0,69.1,2.910553018248688,0.0,105.4,3.0521492892665196,0.0,0.0,75.0,71.78431713875528,0.5462,0.5352,0.53795,0.5273,0.03952499999999981,0.33178654292343457,2115.625,1731.5
50%,69.1,2.910553018248688,1.4718387553041017,69.1,2.910553018248688,0.1664282064384261,83.2,2.973657536961678,0.0,83.2,2.973657536961678,0.0204339963833634,105.4,3.0521492892665196,0.0,71.9,2.92416585523752,83.2,2.973657536961678,0.0,0.0,94.3,3.0154725711566654,94.3,3.0154725711566654,12.8,2.2594192409711433,222.2,3.2874269586192417,105.4,3.0521492892665196,69.1,2.910553018248688,12.8,2.2594192409711433,105.4,3.0521492892665196,222.2,3.2874269586192417,0.0,0.0,0.0,0.0,0.0,0.0,69.1,2.910553018248688,0.0,105.4,3.0521492892665196,0.0,0.0,120.0,77.74722107754921,0.6059,0.5871,0.603,0.5942000000000001,0.11004999999999993,0.394516818977251,2430.0,3918.0
75%,69.1,2.910553018248688,4.634067720869025,69.1,2.910553018248688,0.7137210884353742,83.2,2.973657536961678,0.0009273388607889,83.2,2.973657536961678,0.13939614950779322,105.4,3.0521492892665196,0.0,71.9,2.92416585523752,83.2,2.973657536961678,0.0,0.0,94.3,3.0154725711566654,94.3,3.0154725711566654,12.8,2.2594192409711433,222.2,3.2874269586192417,105.4,3.0521492892665196,69.1,2.910553018248688,12.8,2.2594192409711433,105.4,3.0521492892665196,222.2,3.2874269586192417,0.0,0.0,0.0,0.0,0.0,0.0,69.1,2.910553018248688,0.0,105.4,3.0521492892665196,0.0,0.0,165.0,84.48713691588375,0.6726,0.6557,0.6826,0.7283,0.20874999999999996,0.5284275503573748,2765.0,5377.0
max,69.1,2.910553018248688,1456.668,69.1,2.910553018248688,76.53333333333333,83.2,2.973657536961678,2142.947179946285,83.2,2.973657536961678,953.8084745762712,105.4,3.0521492892665196,374.19557,71.9,2.92416585523752,83.2,2.973657536961678,0.0,0.0,94.3,3.0154725711566654,94.3,3.0154725711566654,12.8,2.2594192409711433,222.2,3.2874269586192417,105.4,3.0521492892665196,69.1,2.910553018248688,12.8,2.2594192409711433,105.4,3.0521492892665196,222.2,3.2874269586192417,0.0,0.0,0.0,0.0,0.0,0.0,69.1,2.910553018248688,0.0,105.4,3.0521492892665196,0.0,0.0,3545.0,13003.938735177866,0.9962,0.9881,0.9972,0.9985,0.9677,0.957671957671974,123527.5,8135.0
