,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,Total uncertainty 7,standard deviation 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,Total uncertainty 10,standard deviation 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,Total uncertainty 13,standard deviation 13,Total uncertainty 14,standard deviation 14,Total uncertainty 15,standard deviation 15,Total uncertainty 16,standard deviation 16,Total uncertainty 17,standard deviation 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval lenght,id
count,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,781.0,753.0,642.0,337.0,771.0,695.0,783.0,783.0
mean,222.69999999999996,3.2881105990413984,23.354734308438296,98.95,3.031391012790345,1.2540273820465089,293.5999999999999,3.3711197240994437,21.387383118318805,1737.8666666666668,3.862748697987755,2.017552053543018,105.40000000000002,3.0521492892665196,0.6798653932007729,125.95000000000005,3.109957080377319,139.54999999999995,3.14275313517161,0.0,0.0,275.3333333333333,3.3520110621478163,275.3333333333333,3.3520110621478163,204.1333333333333,3.26152889727846,785.75,3.651476272830143,190.1,3.2396185223419702,128.5333333333333,3.1164783130957305,12.799999999999997,2.2594192409711433,190.1,3.2396185223419702,785.75,3.651476272830143,0.0,0.0,0.0,0.0,0.0,0.0,128.5333333333333,3.1164783130957305,0.0,190.1,3.2396185223419702,0.0,0.0,165.6832694763729,152.2871473104036,0.6030901408450705,0.5887614873837982,0.6057420560747663,0.5885424332344213,0.14079325551232166,0.40090783971594773,5871.459131545338,3716.44061302682
std,5.687975214598848e-14,0.0,118.04803318683288,1.421993803649712e-14,8.8874612728107e-16,4.858723085482171,1.1375950429197696e-13,0.0,167.74612385888213,0.0,4.44373063640535e-16,34.89297933187483,1.421993803649712e-14,0.0,14.354296412841931,4.265981410949137e-14,4.44373063640535e-16,5.687975214598848e-14,1.3331191909216053e-15,0.0,0.0,0.0,1.3331191909216053e-15,0.0,1.3331191909216053e-15,2.843987607299424e-14,0.0,0.0,1.3331191909216053e-15,2.843987607299424e-14,0.0,2.843987607299424e-14,4.44373063640535e-16,3.55498450912428e-15,0.0,2.843987607299424e-14,0.0,0.0,1.3331191909216053e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.843987607299424e-14,4.44373063640535e-16,0.0,2.843987607299424e-14,0.0,0.0,0.0,221.57108588623606,626.148102345648,0.1003754875716006,0.11122569674256869,0.1348659990438882,0.17681110517809637,0.1460605893889061,0.15535893551987798,12317.024088920798,2228.6201874440158
min,222.70000000000002,3.2881105990413984,0.0,98.94999999999999,3.031391012790346,0.0,293.6,3.3711197240994437,0.0,1737.8666666666668,3.8627486979877554,0.0,105.4,3.0521492892665196,0.0,125.95,3.1099570803773187,139.55,3.1427531351716085,0.0,0.0,275.3333333333333,3.352011062147815,275.3333333333333,3.352011062147815,204.13333333333333,3.26152889727846,785.75,3.6514762728301418,190.10000000000002,3.2396185223419702,128.53333333333333,3.11647831309573,12.8,2.2594192409711433,190.10000000000002,3.2396185223419702,785.75,3.6514762728301418,0.0,0.0,0.0,0.0,0.0,0.0,128.53333333333333,3.11647831309573,0.0,190.10000000000002,3.2396185223419702,0.0,0.0,0.0,0.0004666573335198996,0.028100000000000014,0.0393,0.07240000000000002,0.04810000000000003,0.001000000000000223,0.1546351084812632,0.0,77.0
25%,222.70000000000002,3.2881105990413984,0.4343850072780203,98.94999999999999,3.031391012790346,0.03073776380781315,293.6,3.3711197240994437,0.0,1737.8666666666668,3.8627486979877554,0.0,105.4,3.0521492892665196,0.0,125.95,3.1099570803773187,139.55,3.1427531351716085,0.0,0.0,275.3333333333333,3.352011062147815,275.3333333333333,3.352011062147815,204.13333333333333,3.26152889727846,785.75,3.6514762728301418,190.10000000000002,3.2396185223419702,128.53333333333333,3.11647831309573,12.8,2.2594192409711433,190.10000000000002,3.2396185223419702,785.75,3.6514762728301418,0.0,0.0,0.0,0.0,0.0,0.0,128.53333333333333,3.11647831309573,0.0,190.10000000000002,3.2396185223419702,0.0,0.0,85.0,71.78431713875528,0.5455,0.5316000000000001,0.5322,0.5226,0.035250000000000226,0.29317797772343757,3720.625,1731.5
50%,222.70000000000002,3.2881105990413984,1.4718387553041017,98.94999999999999,3.031391012790346,0.1664282064384261,293.6,3.3711197240994437,0.0,1737.8666666666668,3.8627486979877554,0.0204339963833634,105.4,3.0521492892665196,0.0,125.95,3.1099570803773187,139.55,3.1427531351716085,0.0,0.0,275.3333333333333,3.352011062147815,275.3333333333333,3.352011062147815,204.13333333333333,3.26152889727846,785.75,3.6514762728301418,190.10000000000002,3.2396185223419702,128.53333333333333,3.11647831309573,12.8,2.2594192409711433,190.10000000000002,3.2396185223419702,785.75,3.6514762728301418,0.0,0.0,0.0,0.0,0.0,0.0,128.53333333333333,3.11647831309573,0.0,190.10000000000002,3.2396185223419702,0.0,0.0,130.0,77.74722107754921,0.5971,0.5788,0.59275,0.5769,0.10079999999999989,0.36185737976782845,4255.0,3918.0
75%,222.70000000000002,3.2881105990413984,4.634067720869025,98.94999999999999,3.031391012790346,0.7137210884353742,293.6,3.3711197240994437,0.0009273388607889,1737.8666666666668,3.8627486979877554,0.13939614950779322,105.4,3.0521492892665196,0.0,125.95,3.1099570803773187,139.55,3.1427531351716085,0.0,0.0,275.3333333333333,3.352011062147815,275.3333333333333,3.352011062147815,204.13333333333333,3.26152889727846,785.75,3.6514762728301418,190.10000000000002,3.2396185223419702,128.53333333333333,3.11647831309573,12.8,2.2594192409711433,190.10000000000002,3.2396185223419702,785.75,3.6514762728301418,0.0,0.0,0.0,0.0,0.0,0.0,128.53333333333333,3.11647831309573,0.0,190.10000000000002,3.2396185223419702,0.0,0.0,185.0,84.48713691588375,0.6584,0.6428,0.665575,0.6972,0.18835000000000007,0.5038128703086311,4888.125,5377.0
max,222.70000000000002,3.2881105990413984,1456.668,98.94999999999999,3.031391012790346,76.53333333333333,293.6,3.3711197240994437,2142.947179946285,1737.8666666666668,3.8627486979877554,953.8084745762712,105.4,3.0521492892665196,374.19557,125.95,3.1099570803773187,139.55,3.1427531351716085,0.0,0.0,275.3333333333333,3.352011062147815,275.3333333333333,3.352011062147815,204.13333333333333,3.26152889727846,785.75,3.6514762728301418,190.10000000000002,3.2396185223419702,128.53333333333333,3.11647831309573,12.8,2.2594192409711433,190.10000000000002,3.2396185223419702,785.75,3.6514762728301418,0.0,0.0,0.0,0.0,0.0,0.0,128.53333333333333,3.11647831309573,0.0,190.10000000000002,3.2396185223419702,0.0,0.0,3055.0,13003.938735177866,0.9933,0.9797,0.991,0.9964,0.9549,0.9880239520957853,177737.5,8135.0
