,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,mean 6,Total uncertainty 7,standard deviation 7,mean 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,mean 9a,Total uncertainty 10,standard deviation 10,mean 10,Total uncertainty 11,standard deviation 11,mean 11,Total uncertainty 12,standard deviation 12,mean 12,Total uncertainty 13,standard deviation 13,mean 13,Total uncertainty 14,standard deviation 14,mean 14,Total uncertainty 15,standard deviation 15,mean 15,Total uncertainty 16,standard deviation 16,mean 16,Total uncertainty 17,standard deviation 17,mean 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,mean 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght,id
0,1.4,1.0417241805468322,1.7277669902912622,1.4,1.0417241805468322,0.6155339805825243,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.1017475728155339,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,0.9157281553398058,2.2,1.328431705749353,0.0,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,80.0,73.40560432787007,"[1, 6, 2, 4, 7]",0.6644,0.6041000000000001,0.8551,,0.25059999999999993,1,"(80.0, 245.0)",165.0,77
1,1.4,1.0417241805468322,0.9846232876712327,1.4,1.0417241805468322,0.0,2.2,1.328431705749353,1.7123287671232875e-05,2.2,1.328431705749353,6.84931506849315e-05,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,0.9899486301369864,2.2,1.328431705749353,0.0,0.0,0.0,2.6,1.4314266778969602,60.9026198630137,2.6,1.4314266778969602,1.973458904109589,0.9,0.7702771223902047,1.0435616438356166,4.0,1.6832151805566085,11.539640410958905,3.0,1.5174271293851465,1.798904109589041,1.4,1.0417241805468322,0.0,0.9,0.7702771223902047,0.0,3.0,1.5174271293851465,0.0,4.0,1.6832151805566085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,0.0,0.0,0.0,35.0,79.23284246575344,"[9, 12, 10, 13, 11]",0.7703,0.7836,0.5234,0.6234,0.08909999999999996,1,"(60.0, 245.0)",185.0,88
2,1.4,1.0417241805468322,1.3815384615384616,1.4,1.0417241805468322,0.816923076923077,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0807692307692307,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,0.3161538461538462,2.2,1.328431705749353,0.0023076923076923,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,70.0,72.64251993653325,"[1, 2, 6, 4, 7]",0.6456999999999999,0.7423,0.7803,0.9713,0.2907000000000002,1,"(80.0, 250.0)",170.0,96
3,1.4,1.0417241805468322,1.9776286353467565,1.4,1.0417241805468322,29.677852348993287,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,6.930648769574944,2.2,1.328431705749353,0.0,0.0,0.0,2.6,1.4314266778969602,17.370246085011185,2.6,1.4314266778969602,6.883668903803132,0.9,0.7702771223902047,3.024608501118568,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,0.0044742729306487,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,125.0,99.73564664821821,"[2, 9, 6, 10, 11]",0.6191,0.6956,0.5039,0.6944,0.05149999999999999,1,"(125.0, 300.0)",175.0,108
4,1.4,1.0417241805468322,0.7373333333333333,1.4,1.0417241805468322,8.208333333333334,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,2.704,2.2,1.328431705749353,0.0,0.0,0.0,2.6,1.4314266778969602,6.5873333333333335,2.6,1.4314266778969602,2.388,0.9,0.7702771223902047,1.0513333333333332,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,75.0,56.57009557317324,"[2, 9, 6, 10, 11]",0.5452,0.687,0.5197,0.6964,0.04049999999999998,1,"(70.0, 185.0)",115.0,110
5,1.4,1.0417241805468322,0.593,1.4,1.0417241805468322,8.919,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,2.7636666666666665,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,6.3196666666666665,2.6,1.4314266778969602,2.912,0.9,0.7702771223902047,1.0146666666666666,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,85.0,64.35562270701784,"[2, 7, 9, 6, 10]",0.5607,0.5218,0.6698999999999999,0.4898,0.02420000000000011,1,"(85.0, 210.0)",125.0,111
6,1.4,1.0417241805468322,8.368387096774194,1.4,1.0417241805468322,0.0109677419354838,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0397204301075268,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,1.6566666666666667,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,85.0,87.06043003150275,"[1, 6, 4, 2, 5]",0.8538,0.9828,0.7786,,0.6483,1,"(105.0, 285.0)",180.0,119
7,1.4,1.0417241805468322,0.710231884057971,1.4,1.0417241805468322,0.0,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0137246376811594,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,0.5217391304347826,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,95.0,78.23038374819279,"[1, 6, 4, 5, 3]",0.5820000000000001,0.9817,,,0.5648,1,"(90.0, 265.0)",175.0,138
8,1.4,1.0417241805468322,6.714535901926445,1.4,1.0417241805468322,12.936952714535902,2.2,1.328431705749353,0.0008756567425569,2.2,1.328431705749353,0.0,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,0.2162872154115586,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,115.0,96.85333958463535,"[2, 1, 6, 3, 5]",0.6729,0.9876,0.9993,,0.6604,1,"(120.0, 310.0)",190.0,141
9,1.4,1.0417241805468322,57.72336201191264,1.4,1.0417241805468322,0.1191264063534083,2.2,1.328431705749353,28.087359364659164,2.2,1.328431705749353,9.238914626075449,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,6.604897418927862,2.2,1.328431705749353,16.61151555261416,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,235.0,188.43000300938365,"[1, 3, 7, 4, 6]",0.6643,0.6048,0.6174,0.5835,0.05300000000000016,1,"(245.0, 555.0)",310.0,149
10,1.4,1.0417241805468322,11.105,1.4,1.0417241805468322,0.1883333333333333,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.0,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,8.453333333333333,2.2,1.328431705749353,43.54333333333334,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,150.0,133.3348276288409,"[7, 1, 6, 2, 5]",0.8048,0.5682,0.994,,0.40790000000000004,1,"(165.0, 420.0)",255.0,154
11,1.4,1.0417241805468322,1.750909090909091,1.4,1.0417241805468322,0.1990909090909091,2.2,1.328431705749353,1.0154545454545454,2.2,1.328431705749353,0.0209090909090909,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,2.2345454545454544,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,95.0,82.20559718692796,"[6, 1, 3, 2, 4]",0.5595,0.6249,0.8311,0.911,0.18290000000000028,1,"(100.0, 275.0)",175.0,158
12,1.4,1.0417241805468322,5.0594358745319,1.4,1.0417241805468322,0.572164771360841,2.2,1.328431705749353,0.0,2.2,1.328431705749353,0.1233723846497406,3.0,1.5174271293851465,0.0,1.6,1.1268365209132776,1.0473769196413234,2.2,1.328431705749353,6.939860467177937,0.0,0.0,2.6,1.4314266778969602,30.88445844998943,2.6,1.4314266778969602,3.105459247997264,0.9,0.7702771223902047,1.1611476910143386,4.0,1.6832151805566085,5.390844687051973,3.0,1.5174271293851465,1.027243108400224,1.4,1.0417241805468322,0.571469667140634,0.9,0.7702771223902047,0.3567921507064364,3.0,1.5174271293851465,2.9915191887296144,4.0,1.6832151805566085,22.704347253734305,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0417241805468322,0.0,3.0,1.5174271293851465,1.8515461840767222,0.0,0.0,80.0,83.78703804620268,"[1, 6, 2, 4, 5]",0.8491,0.6511,0.8225,,0.38870000000000005,1,"(100.0, 280.0)",180.0,175
