,Total uncertainty 1,standard deviation 1,mean 1,Total uncertainty 2,standard deviation 2,mean 2,Total uncertainty 3,standard deviation 3,mean 3,Total uncertainty 4,standard deviation 4,mean 4,Total uncertainty 5,standard deviation 5,mean 5,Total uncertainty 6,standard deviation 6,Total uncertainty 7,standard deviation 7,Total uncertainty 8,standard deviation 8,Total uncertainty 9a,standard deviation 9a,Total uncertainty 10,standard deviation 10,Total uncertainty 11,standard deviation 11,Total uncertainty 12,standard deviation 12,Total uncertainty 13,standard deviation 13,Total uncertainty 14,standard deviation 14,Total uncertainty 15,standard deviation 15,Total uncertainty 16,standard deviation 16,Total uncertainty 17,standard deviation 17,Total uncertainty 18,standard deviation 18,Total uncertainty 19,standard deviation 19,Total uncertainty 20,standard deviation 20,Total uncertainty 21,standard deviation 21,mean 21,Total uncertainty 22,standard deviation 22,Total uncertainty 23,standard deviation 23,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval lenght,id
count,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,780.0,752.0,639.0,336.0,739.0,693.0,783.0,783.0
mean,3.8999999999999986,1.6690201723608926,23.354734308438296,3.8999999999999986,1.6690201723608926,1.2540273820465089,3.8999999999999986,1.6690201723608926,21.387383118318805,10.799999999999997,2.183490122186449,2.017552053543018,3.0,1.5174271293851465,0.6798653932007729,3.8999999999999986,1.6690201723608926,4.2,1.7103537088150635,0.0,0.0,4.799999999999998,1.7831766905349022,4.799999999999998,1.7831766905349022,3.6000000000000014,1.623636688835969,4.799999999999998,1.7831766905349022,5.799999999999997,1.8828194506362617,4.799999999999998,1.7831766905349022,0.9000000000000004,0.7702771223902047,5.799999999999997,1.8828194506362617,4.799999999999998,1.7831766905349022,0.0,0.0,0.0,0.0,0.0,0.0,4.799999999999998,1.7831766905349022,0.0,5.799999999999997,1.8828194506362617,0.0,0.0,123.39719029374201,152.2871473104036,0.677585641025641,0.6512347074468086,0.6675206572769953,0.6457047619047619,0.2379322056833559,0.6826943059182221,491.17816091954023,3716.44061302682
std,1.3331191909216053e-15,4.44373063640535e-16,118.04803318683288,1.3331191909216053e-15,4.44373063640535e-16,4.858723085482171,1.3331191909216053e-15,4.44373063640535e-16,167.74612385888213,3.55498450912428e-15,0.0,34.89297933187483,0.0,0.0,14.354296412841931,1.3331191909216053e-15,4.44373063640535e-16,0.0,4.44373063640535e-16,0.0,0.0,1.77749225456214e-15,2.221865318202675e-16,1.77749225456214e-15,2.221865318202675e-16,1.3331191909216053e-15,8.8874612728107e-16,1.77749225456214e-15,2.221865318202675e-16,2.6662383818432106e-15,0.0,1.77749225456214e-15,2.221865318202675e-16,3.332797977304013e-16,0.0,2.6662383818432106e-15,0.0,1.77749225456214e-15,2.221865318202675e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.77749225456214e-15,2.221865318202675e-16,0.0,2.6662383818432106e-15,0.0,0.0,0.0,226.81384108717768,626.148102345648,0.1514086269749461,0.1650506900474336,0.18703489527116882,0.24135414156152027,0.18965063563177126,0.11532644129519326,1930.8047829860955,2228.6201874440158
min,3.9,1.669020172360893,0.0,3.9,1.669020172360893,0.0,3.9,1.669020172360893,0.0,10.8,2.183490122186449,0.0,3.0,1.5174271293851465,0.0,3.9,1.669020172360893,4.2,1.710353708815064,0.0,0.0,4.8,1.7831766905349025,4.8,1.7831766905349025,3.6,1.6236366888359681,4.8,1.7831766905349025,5.8,1.8828194506362617,4.8,1.7831766905349025,0.9,0.7702771223902047,5.8,1.8828194506362617,4.8,1.7831766905349025,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7831766905349025,0.0,5.8,1.8828194506362617,0.0,0.0,0.0,0.0004666573335198996,0.00019999999999997797,0.0004999999999999449,0.0038000000000000256,0.0011999999999999789,0.0010000000000000009,0.145772594752188,0.0,77.0
25%,3.9,1.669020172360893,0.4343850072780203,3.9,1.669020172360893,0.03073776380781315,3.9,1.669020172360893,0.0,10.8,2.183490122186449,0.0,3.0,1.5174271293851465,0.0,3.9,1.669020172360893,4.2,1.710353708815064,0.0,0.0,4.8,1.7831766905349025,4.8,1.7831766905349025,3.6,1.6236366888359681,4.8,1.7831766905349025,5.8,1.8828194506362617,4.8,1.7831766905349025,0.9,0.7702771223902047,5.8,1.8828194506362617,4.8,1.7831766905349025,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7831766905349025,0.0,5.8,1.8828194506362617,0.0,0.0,70.0,71.78431713875528,0.5831,0.5574,0.56485,0.543075,0.08650000000000013,0.5995383727639938,250.0,1731.5
50%,3.9,1.669020172360893,1.4718387553041017,3.9,1.669020172360893,0.1664282064384261,3.9,1.669020172360893,0.0,10.8,2.183490122186449,0.0204339963833634,3.0,1.5174271293851465,0.0,3.9,1.669020172360893,4.2,1.710353708815064,0.0,0.0,4.8,1.7831766905349025,4.8,1.7831766905349025,3.6,1.6236366888359681,4.8,1.7831766905349025,5.8,1.8828194506362617,4.8,1.7831766905349025,0.9,0.7702771223902047,5.8,1.8828194506362617,4.8,1.7831766905349025,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7831766905349025,0.0,5.8,1.8828194506362617,0.0,0.0,95.0,77.74722107754921,0.6769499999999999,0.64455,0.6609,0.6437999999999999,0.19930000000000014,0.6665864806350738,265.0,3918.0
75%,3.9,1.669020172360893,4.634067720869025,3.9,1.669020172360893,0.7137210884353742,3.9,1.669020172360893,0.0009273388607889,10.8,2.183490122186449,0.13939614950779322,3.0,1.5174271293851465,0.0,3.9,1.669020172360893,4.2,1.710353708815064,0.0,0.0,4.8,1.7831766905349025,4.8,1.7831766905349025,3.6,1.6236366888359681,4.8,1.7831766905349025,5.8,1.8828194506362617,4.8,1.7831766905349025,0.9,0.7702771223902047,5.8,1.8828194506362617,4.8,1.7831766905349025,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7831766905349025,0.0,5.8,1.8828194506362617,0.0,0.0,115.0,84.48713691588375,0.7818750000000001,0.7528250000000001,0.77835,0.8356,0.3385000000000001,0.7652009867943694,286.25,5377.0
max,3.9,1.669020172360893,1456.668,3.9,1.669020172360893,76.53333333333333,3.9,1.669020172360893,2142.947179946285,10.8,2.183490122186449,953.8084745762712,3.0,1.5174271293851465,374.19557,3.9,1.669020172360893,4.2,1.710353708815064,0.0,0.0,4.8,1.7831766905349025,4.8,1.7831766905349025,3.6,1.6236366888359681,4.8,1.7831766905349025,5.8,1.8828194506362617,4.8,1.7831766905349025,0.9,0.7702771223902047,5.8,1.8828194506362617,4.8,1.7831766905349025,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.7831766905349025,0.0,5.8,1.8828194506362617,0.0,0.0,4290.0,13003.938735177866,0.9992,0.9999,0.9999,0.9997,0.9992,0.981481481481484,40261.25,8135.0
