,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,8.435374149659864,0.0016157823129251713,0.0016660416666666718,0.0025884033613445346,0.0075265079365079415,0.0015871942446043065,0.003270106962879745
std,10.200099400006458,0.0012624909738834086,0.0013459481898350579,0.007424939876854488,0.03322459068699696,0.0028364143594540744,0.006282236319969013
min,0.0,1.0000000000065512e-05,9.99999999995449e-06,1.999999999990898e-05,9.99999999995449e-06,9.999999999621423e-06,0.0
25%,0.0,0.0005950000000000122,0.0006025000000000058,0.00044999999999995044,0.0006199999999999539,0.00042999999999998595,0.0006333799567621659
50%,5.0,0.0013399999999998968,0.0013100000000000334,0.0009700000000000264,0.0015100000000000113,0.0009999999999998899,0.001491265445249329
75%,10.0,0.0022900000000000142,0.0024599999999999345,0.0020749999999999935,0.002595000000000014,0.0018799999999998818,0.003600755968648839
max,45.0,0.006139999999999923,0.006859999999999977,0.056970000000000076,0.22726000000000002,0.029269999999999907,0.05378537302462311
