,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,120.0,63.0,144.0,95.0
mean,10.068027210884354,0.00706659863945578,0.003602152777777782,0.00513758333333333,0.015132539682539676,0.003180000000000007,0.008779769848281065
std,13.811182616254428,0.01778810051293714,0.011814149935132124,0.015678563270002922,0.03485808741113187,0.0073447728427697805,0.01943008676871566
min,0.0,4.999999999999449e-05,0.0,0.0,4.0000000000040004e-05,0.0,0.0
25%,0.0,0.0008399999999999519,0.0006199999999999539,0.0005925000000000236,0.0008349999999999747,0.0006375000000000131,0.0014128928283920102
50%,5.0,0.0014999999999999458,0.0013449999999999296,0.0012599999999999834,0.0016499999999999293,0.0012700000000001044,0.0032039328699782488
75%,15.0,0.002879999999999938,0.0024500000000000077,0.002637500000000015,0.003269999999999884,0.0024425000000004027,0.006054690468035962
max,80.0,0.11103000000000007,0.11321999999999999,0.10965000000000003,0.1965,0.05547999999999986,0.13715698393077846
