id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.62059,0.63277,0.62129,,0.1410999999999999,0.5828170177612555,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.6391899999999999,0.64683,0.65217,,0.16571000000000002,0.6844692275919045,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.58798,0.5959099999999999,0.5749,,0.10607,0.4381247418422141,"(5.0, 125.0)",120.0
88,0,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.55861,0.66693,0.74998,,0.19508999999999987,,"(70.0, 310.0)",240.0
88,1,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5796600000000001,0.6858299999999999,0.77594,,0.2359699999999999,,"(55.0, 175.0)",120.0
88,2,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5342199999999999,0.6235299999999999,0.6811,,0.13610999999999995,,"(225.0, 2540.0)",2315.0
96,0,60.0,47.52909118449099,"[1, 4, 2, 6, 5]",0.70804,0.5525800000000001,0.50178,,0.09826999999999986,0.35956824002927124,"(85.0, 350.0)",265.0
96,1,55.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.7593,0.54315,0.50552,,0.06994999999999996,0.2559458470545186,"(65.0, 200.0)",135.0
96,2,95.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.62765,0.5285,0.50335,,0.059819999999999984,0.21888035126234892,"(270.0, 3000.0)",2730.0
108,0,170.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.8795,0.52919,,,0.4355000000000001,,"(290.0, 1590.0)",1300.0
108,1,215.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94114,0.5323100000000001,,,0.4860500000000001,,"(245.0, 915.0)",670.0
108,2,165.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75847,0.5183800000000001,,,0.33038999999999996,,"(765.0, 10380.0)",9615.0
110,0,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.57194,0.5064299999999999,0.57514,0.62751,0.02204000000000006,0.28076433121019184,"(65.0, 290.0)",225.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5796600000000001,0.50926,0.59448,0.65957,0.027180000000000204,0.34624203821656313,"(50.0, 165.0)",115.0
