id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.66197,0.6791,0.62321,,0.19564000000000004,0.8080958281701781,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.71029,0.7313799999999999,0.6549,,0.2666200000000001,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.6015699999999999,0.61024,0.57374,,0.12359000000000009,0.5104915324246185,"(5.0, 130.0)",125.0
88,0,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.56012,0.72627,0.8101700000000001,,0.25353000000000003,,"(70.0, 315.0)",245.0
88,1,55.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5837399999999999,0.78489,0.86512,,0.33657000000000004,,"(55.0, 175.0)",120.0
88,2,60.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5369900000000001,0.63964,0.70339,,0.15432,,"(225.0, 2615.0)",2390.0
96,0,70.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.70867,0.5545,0.5034799999999999,,0.09770000000000012,0.3574826198316871,"(85.0, 355.0)",270.0
96,1,50.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.7615000000000001,0.5636099999999999,0.50627,,0.11555000000000015,0.42279546286132497,"(65.0, 200.0)",135.0
96,2,110.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.62973,0.53112,0.50376,,0.07025999999999977,0.25708013172337996,"(270.0, 3021.25)",2751.25
108,0,220.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88037,0.5406500000000001,,,0.43791,,"(290.0, 1595.0)",1305.0
108,1,185.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94228,0.5506800000000001,,,0.4979699999999999,,"(245.0, 930.0)",685.0
108,2,205.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.76179,0.5243800000000001,,,0.33441,,"(770.0, 10325.0)",9555.0
110,0,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.59568,0.51244,0.57698,0.6272599999999999,0.030040000000000067,0.38267515923566964,"(60.0, 290.0)",230.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.6220399999999999,0.5141899999999999,0.5962799999999999,0.66255,0.04049999999999998,0.5159235668789807,"(50.0, 170.0)",120.0
110,2,55.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.56263,0.50888,0.5456,0.5768800000000001,0.018629999999999702,0.23732484076432742,"(195.0, 2325.0)",2130.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66458,0.65246,0.52144,0.85825,0.09784999999999988,,"(0.0, 10.0)",10.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72391,0.69802,0.5255000000000001,0.90757,0.14710000000000023,,"(0.0, 5.0)",5.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.6005400000000001,0.59421,0.51285,0.7461800000000001,0.046700000000000186,0.7331240188383134,"(5.0, 50.0)",45.0
119,0,60.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.70085,0.51957,0.50347,0.63759,0.031160000000000077,0.04818308334621938,"(85.0, 340.0)",255.0
119,1,55.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.7674300000000001,0.52323,0.50342,0.6786300000000001,0.042160000000000086,0.0651925158496986,"(60.0, 185.0)",125.0
119,2,115.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.62602,0.51153,0.50187,0.5843499999999999,0.021140000000000048,0.03268903664759556,"(275.0, 2920.0)",2645.0
138,0,105.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.79691,0.47502999999999995,0.8649,0.93953,0.21945999999999988,0.3925939177101965,"(135.0, 570.0)",435.0
138,1,95.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.86082,0.46814,0.92716,0.97595,0.29347999999999996,0.5250089445438282,"(105.0, 305.0)",200.0
138,2,100.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.69509,0.48692,0.74671,0.82312,0.10838000000000014,0.19388193202146714,"(405.0, 4730.0)",4325.0
141,0,75.0,50.58227123393115,"[1, 6, 5, 2, 4]",0.79561,0.69857,0.6724300000000001,,0.28773000000000004,0.4411683532658695,"(90.0, 380.0)",290.0
