,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,9.829931972789115,0.0014835374149659852,0.0016036805555555552,0.0019386554621848675,0.0051531746031746135,0.0013053237410071785,0.002802089652360807
std,14.611580202795928,0.0011286067315112247,0.0013472155934681016,0.004554595541843343,0.02770991163216819,0.0015995308651711795,0.004095395796824958
min,0.0,1.0000000000065512e-05,2.0000000000020002e-05,9.99999999995449e-06,4.0000000000040004e-05,0.0,0.0
25%,0.0,0.0006800000000000139,0.0006300000000001305,0.0005899999999999794,0.0006649999999999712,0.0003849999999998577,0.0005073678154459554
50%,5.0,0.0012100000000001554,0.0012199999999999989,0.0011200000000000099,0.0014500000000000624,0.0010000000000000009,0.0016094875052936248
75%,10.0,0.0021700000000000053,0.0023849999999999705,0.0022050000000000125,0.0023999999999999577,0.0017799999999999483,0.003022586022523005
max,130.0,0.006500000000000061,0.008809999999999985,0.047150000000000025,0.22139999999999993,0.014800000000000257,0.027195883866226123
