id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.66511,0.6802900000000001,0.6249899999999999,,0.19690999999999992,0.8133415943824865,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.71062,0.73182,0.6573,,0.26785000000000003,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.5984700000000001,0.61198,0.5757300000000001,,0.12207999999999986,0.5042544403139195,"(5.0, 130.0)",125.0
88,0,60.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.56235,0.7257,0.81037,,0.2548100000000001,,"(70.0, 315.0)",245.0
88,1,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.58068,0.7874099999999999,0.86293,,0.33466000000000007,,"(55.0, 175.0)",120.0
88,2,90.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.54035,0.63949,0.7013199999999999,,0.15346000000000004,,"(225.0, 2575.0)",2395.0
96,0,65.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.71036,0.55204,0.5058,,0.09912999999999994,0.362714965239663,"(85.0, 360.0)",275.0
96,1,60.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75968,0.56475,0.50686,,0.11543000000000014,0.4223563849249912,"(65.0, 200.0)",135.0
96,2,105.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.6324799999999999,0.53496,0.50337,,0.07062999999999997,0.2584339553604096,"(270.0, 3030.0)",2760.0
108,0,205.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88213,0.54015,,,0.43918,,"(290.0, 1570.0)",1285.0
108,1,225.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.9426,0.54696,,,0.49424999999999997,,"(245.0, 935.0)",690.0
108,2,170.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75969,0.52563,,,0.3335600000000001,,"(765.0, 10426.25)",9661.25
110,0,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.59772,0.5117499999999999,0.5756,0.62913,0.030169999999999808,0.38433121019108035,"(65.0, 295.0)",230.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.62032,0.51761,0.59458,0.6612,0.040549999999999975,0.5165605095541398,"(50.0, 165.0)",115.0
110,2,65.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5608500000000001,0.5075700000000001,0.54752,0.5774,0.018629999999999924,0.23732484076433025,"(195.0, 2390.0)",2195.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66637,0.6501399999999999,0.51983,0.85806,0.09550000000000036,,"(0.0, 10.0)",10.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72233,0.6986399999999999,0.52661,0.90834,0.1463899999999999,,"(0.0, 5.0)",5.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.60185,0.5932299999999999,0.5135000000000001,0.74438,0.04697000000000018,0.7373626373626461,"(5.0, 50.0)",45.0
119,0,60.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.70279,0.51856,0.50037,0.63903,0.030809999999999782,0.04764187413019913,"(85.0, 340.0)",260.0
119,1,60.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.7660899999999999,0.5259400000000001,0.50225,0.67552,0.04100000000000026,0.06339879387660469,"(60.0, 185.0)",125.0
119,2,110.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.6269100000000001,0.5113099999999999,0.50103,0.58297,0.02098999999999962,0.03245708984072927,"(280.0, 2940.0)",2660.0
