,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,9.149659863945578,0.001568027210884354,0.0014994444444444482,0.0022970588235294155,0.00940619047619048,0.001308489208633097,0.0026129776408922484
std,11.869353735679677,0.0012057735762002412,0.0011793294158197983,0.005282591870416624,0.0446519548547455,0.001316125689820118,0.003028227793125846
min,0.0,1.0000000000065512e-05,0.0,9.99999999995449e-06,2.0000000000131024e-05,0.0,3.0422878004458635e-05
25%,0.0,0.0006099999999999439,0.0004700000000000537,0.0006099999999999439,0.0006400000000000294,0.0004199999999996984,0.0007232134089707465
50%,5.0,0.0012599999999999278,0.0013849999999999696,0.0015400000000000968,0.0012199999999999989,0.0009599999999999609,0.0018050541516243523
75%,12.5,0.002285000000000037,0.0021649999999999447,0.002315000000000067,0.0023050000000000015,0.0017300000000000093,0.003727130508337617
max,55.0,0.005309999999999926,0.005400000000000071,0.04842999999999997,0.27962,0.007370000000000099,0.02074288470815233
