,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,120.0,63.0,139.0,95.0
mean,8.503401360544217,0.0016476870748299384,0.001853055555555553,0.0023942500000000053,0.00770761904761904,0.001364244604316577,0.002734443671842866
std,12.91986584903204,0.0013397909610141955,0.0013603816195237755,0.006717156844337387,0.033226784119882995,0.0011779723295987719,0.0027602529685608504
min,0.0,2.999999999997449e-05,2.0000000000020002e-05,0.0,0.0,1.1102230246251565e-16,0.0
25%,0.0,0.0007449999999999957,0.000852500000000006,0.0005125000000000546,0.0008150000000000102,0.00044499999999975115,0.0006758636832474088
50%,5.0,0.0014100000000000223,0.0015200000000000213,0.0011599999999999944,0.0017799999999998928,0.0010700000000000154,0.0020811380400420493
75%,10.0,0.002185000000000048,0.002569999999999989,0.0023774999999999213,0.00270999999999999,0.00189499999999998,0.003682681554618289
max,95.0,0.00653999999999999,0.006749999999999923,0.055279999999999996,0.22754000000000008,0.00501000000000007,0.014291615035108562
