,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,138.0,95.0
mean,8.945578231292517,0.0017040136054421737,0.0015447222222222242,0.001897647058823525,0.005688412698412703,0.0012898550724637595,0.002695363817227021
std,12.348136298246422,0.0010836048791234732,0.0010802556965146639,0.0032837779776623507,0.03452977234337055,0.0016923434214766108,0.0042125116054380985
min,0.0,5.0000000000105516e-05,0.0,1.999999999990898e-05,3.999999999992898e-05,9.999999999621423e-06,0.0
25%,0.0,0.0008399999999999519,0.0007524999999999893,0.0006400000000000294,0.0005700000000000149,0.00043000000000004146,0.0006144925017771107
50%,5.0,0.0015999999999999348,0.0013699999999999823,0.0014099999999999113,0.0011099999999999444,0.0009500000000000064,0.0017140058765919286
75%,10.0,0.002434999999999965,0.0021525000000000016,0.0021799999999999597,0.0018250000000000766,0.001575000000000104,0.00291855373929667
max,65.0,0.0052000000000000934,0.005009999999999959,0.03210999999999997,0.27527999999999997,0.01769000000000054,0.03250643145902343
