,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,140.0,95.0
mean,8.605442176870747,0.0016428571428571425,0.0015963194444444484,0.0022833613445378187,0.00946349206349206,0.0011608571428571531,0.0024085405077111746
std,11.889651205829844,0.0012093392286132978,0.001175764442018799,0.005116068617321032,0.04405803530237794,0.0009776336764577506,0.003272820018251223
min,0.0,3.0000000000085514e-05,1.0000000000065512e-05,1.999999999990898e-05,4.999999999999449e-05,0.0,0.0
25%,0.0,0.0006449999999999512,0.0007324999999999693,0.0006849999999999912,0.0007599999999999829,0.00043499999999999095,0.0005519140279637833
50%,5.0,0.0014599999999999058,0.001284999999999925,0.0014999999999999458,0.0012499999999999734,0.0008699999999999819,0.0014091470951793639
75%,10.0,0.002285000000000037,0.0022224999999999606,0.0024350000000000205,0.0022000000000000353,0.0017025000000000234,0.0026819595421576636
max,75.0,0.005699999999999927,0.00497000000000003,0.047699999999999965,0.2743,0.0042200000000000015,0.020382165605096203
