,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,140.0,95.0
mean,11.122448979591837,0.0015687755102040807,0.0016279861111111067,0.00315268907563025,0.011685238095238089,0.0017254285714285778,0.003811900246274961
std,15.776650841342702,0.0011904045001245125,0.0013869776871676257,0.008211582322123753,0.047562932906160704,0.003196707472373129,0.007078672813324814
min,0.0,0.0,2.999999999997449e-05,2.999999999997449e-05,3.999999999992898e-05,0.0,5.662137425588298e-15
25%,2.5,0.0006249999999999867,0.0006850000000000744,0.0006999999999999784,0.0005800000000000249,0.0005049999999999222,0.0007042957546516126
50%,5.0,0.0011599999999999389,0.0011150000000000326,0.0012099999999999334,0.0011299999999999644,0.001120000000000232,0.002296949650864022
75%,10.0,0.0021600000000000508,0.002109999999999973,0.0024450000000000305,0.002375000000000016,0.0019575000000000287,0.0037736815903020304
max,90.0,0.00488999999999995,0.007440000000000002,0.05891000000000002,0.27993999999999997,0.03134000000000048,0.05758912164645441
