,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,8.91156462585034,0.0017495918367346993,0.0015818749999999965,0.002183865546218479,0.007833968253968246,0.0014562589928057334,0.0033169239690940895
std,12.310439477854484,0.0012111247334328982,0.0012539877475394355,0.0060529162475961166,0.038578344231918436,0.0017240373383517144,0.004455053701990021
min,0.0,4.0000000000040004e-05,2.999999999997449e-05,0.0,7.00000000000145e-05,0.0,0.0
25%,0.0,0.0007249999999999757,0.0004849999999999022,0.0005750000000000477,0.0006149999999999767,0.0005999999999998229,0.0007046146491520994
50%,5.0,0.0015299999999999203,0.0014250000000000096,0.0012099999999999334,0.0010799999999999699,0.0010300000000004195,0.002066772655008209
75%,10.0,0.0025750000000000495,0.002297500000000091,0.0018999999999999573,0.0018700000000000383,0.001854999999999607,0.004313106324431437
max,75.0,0.005350000000000077,0.006000000000000005,0.055889999999999995,0.27645999999999993,0.01599000000000006,0.029382579933847963
