,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,138.0,95.0
mean,9.965986394557824,0.001421632653061218,0.0025661111111111145,0.005158235294117647,0.011505396825396825,0.0017046376811594227,0.004024630842940007
std,11.593819188243218,0.0010526938963793832,0.006424690040262025,0.015410114697659289,0.047165567601574546,0.003000045537226251,0.007126322005185383
min,0.0,9.99999999995449e-06,9.99999999995449e-06,1.0000000000065512e-05,2.999999999997449e-05,2.000000000035307e-05,0.0
25%,0.0,0.0005850000000000022,0.0006300000000000749,0.0007149999999999657,0.0006700000000000039,0.0003700000000000092,0.0007486220838103311
50%,5.0,0.0011499999999999844,0.0014799999999999258,0.0015099999999999003,0.0010900000000000354,0.0010200000000000209,0.0019256715319515005
75%,15.0,0.002055000000000029,0.0026400000000000035,0.0025149999999998784,0.002385000000000026,0.00197500000000006,0.004620237992395249
max,60.0,0.0044399999999999995,0.06790999999999991,0.11918999999999991,0.27820999999999996,0.029650000000000176,0.054483645718486184
