,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,7.891156462585034,0.001486462585034018,0.0015774999999999925,0.003133865546218508,0.012132380952380955,0.0019362589928057638,0.0054971979900970015
std,10.083982451298272,0.0011519202566584743,0.0014206265238547794,0.008323354839148644,0.04066415060270695,0.003623454447807413,0.011508227149838136
min,0.0,9.99999999995449e-06,9.99999999995449e-06,2.0000000000020002e-05,0.0,0.0,3.0422878006485118e-05
25%,0.0,0.0005549999999999722,0.0005474999999999786,0.0005200000000000204,0.0007599999999999829,0.0005199999999999649,0.0008072609121201751
50%,5.0,0.0012800000000000589,0.0012400000000000189,0.0010700000000000154,0.0019199999999999218,0.0008899999999999464,0.0019850831899024812
75%,10.0,0.0021099999999999453,0.002050000000000024,0.0020150000000000445,0.0035149999999999904,0.0019000000000001238,0.004429914119077061
max,55.0,0.005469999999999975,0.007169999999999899,0.05937999999999999,0.27999000000000007,0.031890000000000196,0.0699255583126549
