,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,140.0,99.0
mean,10.578231292517007,0.04650884353741496,0.02389173611111111,0.025959915966386554,0.022901746031746044,0.041761214285714256,0.05297658592061119
std,13.990175207255234,0.04168822069294689,0.02978464903173884,0.03229905646141947,0.03754563603951702,0.045711090392221425,0.06557673833832861
min,0.0,0.00015999999999993797,2.999999999997449e-05,0.0,4.0000000000040004e-05,0.0,0.0
25%,5.0,0.011170000000000013,0.0017724999999999824,0.0015000000000000013,0.0010100000000000109,0.006657499999999733,0.003399179633082774
50%,5.0,0.035909999999999886,0.009894999999999987,0.011070000000000024,0.0036800000000000166,0.023924999999999974,0.029140532293608024
75%,15.0,0.07552500000000001,0.03820750000000003,0.04582000000000003,0.03018999999999994,0.0630649999999999,0.0804226880667818
max,85.0,0.17432999999999998,0.11255000000000004,0.15884999999999994,0.22718000000000005,0.19376000000000004,0.28974229408792296
