,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,8.095238095238095,0.0015938095238095269,0.0015904166666666666,0.0015815126050420256,0.0015125396825396893,0.0013297841726619018,0.0026002320383570147
std,11.046807840743842,0.0012591007518051665,0.0014449879013213407,0.0015931530609728703,0.0010020430231153165,0.0016401027131258093,0.0034807243087186528
min,0.0,1.0000000000065512e-05,7.00000000000145e-05,9.99999999995449e-06,4.0000000000040004e-05,0.0,3.0422878003445123e-05
25%,0.0,0.0005199999999999649,0.0005375000000000241,0.00034999999999996145,0.0008249999999999647,0.000320000000000098,0.0005220717346954909
50%,5.0,0.0013400000000000079,0.0010200000000000209,0.0012199999999999989,0.0012900000000000134,0.0008400000000000629,0.0012370496366165273
75%,10.0,0.0024049999999999905,0.0022950000000000192,0.002154999999999907,0.002104999999999968,0.0018099999999999228,0.0033730537855803933
max,80.0,0.005920000000000036,0.006550000000000056,0.01153000000000004,0.004290000000000016,0.011499999999999622,0.02113193678794492
