id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.66028,0.6784600000000001,0.62268,,0.19496000000000002,0.8052870714580757,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.70895,0.73228,0.65354,,0.26565000000000005,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.59946,0.60914,0.57545,,0.12004999999999999,0.49586947542337895,"(5.0, 125.0)",120.0
88,0,55.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5595600000000001,0.72435,0.80763,,0.25102,,"(70.0, 310.0)",240.0
88,1,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.57984,0.7864,0.86099,,0.3328500000000001,,"(55.0, 175.0)",120.0
88,2,70.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5364599999999999,0.63813,0.69979,,0.15234999999999999,,"(225.0, 2585.0)",2360.0
96,0,60.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.70932,0.55179,0.49931000000000003,,0.09667000000000003,0.35371386754482254,"(85.0, 355.0)",270.0
96,1,55.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75888,0.56296,0.5044500000000001,,0.11386999999999992,0.4166483717526523,"(65.0, 200.0)",135.0
96,2,90.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.62878,0.5303599999999999,0.50196,,0.06912000000000007,0.2529088913282109,"(265.0, 2965.0)",2700.0
108,0,145.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88021,0.53687,,,0.43526,,"(290.0, 1570.0)",1280.0
108,1,165.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94176,0.5487299999999999,,,0.49617,,"(245.0, 925.0)",680.0
108,2,180.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75838,0.5206299999999999,,,0.32880999999999994,,"(755.0, 10505.0)",9580.0
110,0,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5929,0.5095799999999999,0.57413,0.62868,0.029769999999999963,0.37923566878980847,"(65.0, 290.0)",225.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.6198600000000001,0.51415,0.59605,0.66193,0.04053999999999969,0.5164331210191043,"(50.0, 165.0)",115.0
110,2,55.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5565599999999999,0.50525,0.5418000000000001,0.57901,0.017669999999999852,0.225095541401272,"(195.0, 2300.0)",2105.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66406,0.6512100000000001,0.51935,0.85854,0.09669999999999968,,"(0.0, 10.0)",10.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72055,0.6983900000000001,0.52303,0.90875,0.1460800000000002,,"(0.0, 5.0)",5.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.60021,0.5918300000000001,0.51334,0.74135,0.045749999999999846,0.7182103610675072,"(5.0, 50.0)",45.0
119,0,55.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.70011,0.5165299999999999,0.49993,0.63844,0.03139000000000003,0.0485387351167466,"(85.0, 335.0)",250.0
119,1,55.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.76614,0.52328,0.50072,0.67626,0.041039999999999854,0.0634606463584349,"(60.0, 185.0)",125.0
119,2,110.0,45.71913203599437,"[1, 2, 6, 7, 3]",0.6246700000000001,0.50868,0.50135,0.5805199999999999,0.02061000000000024,0.03186949126333731,"(275.0, 2925.0)",2650.0
138,0,105.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.79601,0.47404,0.8637900000000001,0.93892,0.21738999999999997,0.3888908765652951,"(135.0, 566.25)",431.25
138,1,80.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.86053,0.46645000000000003,0.92684,0.97521,0.2925500000000001,0.5233452593917711,"(105.0, 305.0)",200.0
138,2,105.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.6900999999999999,0.48466,0.7455499999999999,0.8238300000000001,0.10668999999999984,0.19085867620751312,"(395.0, 4630.0)",4235.0
