id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.66038,0.67997,0.61913,,0.19389999999999985,0.8009087154068564,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.70965,0.72804,0.65489,,0.26437,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.59836,0.60843,0.5741700000000001,,0.12082000000000004,0.4990499793473775,"(5.0, 125.0)",120.0
88,0,55.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.55764,0.72294,0.80844,,0.2510800000000002,,"(70.0, 315.0)",245.0
88,1,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.58248,0.78395,0.8624499999999999,,0.33379000000000003,,"(55.0, 175.0)",120.0
88,2,55.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.53478,0.64116,0.7015,,0.15329000000000004,,"(225.0, 2575.0)",2350.0
96,0,60.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.70626,0.54982,0.5017400000000001,,0.09704000000000002,0.3550676911818514,"(85.0, 355.0)",270.0
96,1,55.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75922,0.5634399999999999,0.50651,,0.1154400000000001,0.42239297475301885,"(65.0, 200.0)",135.0
96,2,75.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.6275999999999999,0.53176,0.50046,,0.07036000000000009,0.25744603000365923,"(270.0, 2990.0)",2720.0
108,0,155.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88039,0.5358,,,0.4334199999999999,,"(290.0, 1590.0)",1300.0
108,1,200.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94147,0.54672,,,0.49346,,"(245.0, 925.0)",680.0
108,2,205.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75886,0.5208699999999999,,,0.32916,,"(760.0, 10360.0)",9600.0
110,0,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.59431,0.51294,0.5756399999999999,0.6258600000000001,0.029650000000000176,0.377707006369429,"(65.0, 285.0)",220.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.6177900000000001,0.51427,0.5942700000000001,0.6608,0.04067000000000032,0.5180891719745263,"(50.0, 165.0)",115.0
110,2,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.55825,0.50634,0.54436,0.5786800000000001,0.018160000000000065,0.23133757961783522,"(195.0, 2335.0)",2140.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66435,0.65053,0.51835,0.8573999999999999,0.09627999999999992,,"(0.0, 10.0)",10.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72151,0.6961999999999999,0.52427,0.90886,0.14780999999999977,,"(0.0, 5.0)",5.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.60032,0.5924,0.51249,0.74227,0.045379999999999865,0.7124018838304588,"(5.0, 50.0)",45.0
119,0,70.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.70202,0.51613,0.50282,0.63685,0.0316599999999998,0.04895623936910437,"(85.0, 340.0)",255.0
119,1,60.0,45.71913203599437,"[1, 2, 6, 7, 3]",0.76437,0.5227999999999999,0.50065,0.6706,0.041019999999999945,0.06342972011751963,"(60.0, 185.0)",125.0
119,2,105.0,45.71913203599437,"[1, 2, 6, 7, 3]",0.62451,0.51029,0.5011099999999999,0.58083,0.020869999999999944,0.03227153239523727,"(280.0, 2940.0)",2660.0
