,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,120.0,63.0,139.0,97.0
mean,8.537414965986395,0.0030534693877551076,0.0133275,0.022579333333333333,0.0340911111111111,0.020383812949640277,0.03881171614255904
std,10.666341959925898,0.010485769002773995,0.02748338853661509,0.034385415506458857,0.05546496584189243,0.03260949782501321,0.06056725609108271
min,0.0,9.99999999995449e-06,3.0000000000085514e-05,0.0,3.0000000000085514e-05,0.0,0.0
25%,0.0,0.0005650000000000377,0.0009649999999999381,0.0008275000000000088,0.0006699999999999484,0.0007799999999999474,0.0011909487892019337
50%,5.0,0.0012800000000000589,0.0019400000000000528,0.002620000000000011,0.003550000000000053,0.005529999999999813,0.00973166368515166
75%,12.5,0.002344999999999986,0.004880000000000023,0.03356999999999993,0.056815000000000004,0.024450000000000083,0.04969097651421539
max,75.0,0.10882999999999998,0.11792000000000002,0.13356,0.28203,0.1680999999999998,0.2621865823356677
