id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.66223,0.67902,0.62415,,0.1955300000000001,0.8076414704667499,"(5.0, 30.0)",25.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.71068,0.73177,0.66048,,0.26695,,"(5.0, 20.0)",15.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.59914,0.61104,0.5736600000000001,,0.12131999999999998,0.5011152416356879,"(5.0, 150.0)",145.0
88,0,65.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.56002,0.72513,0.81079,,0.25071,,"(75.0, 315.0)",240.0
88,1,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.58266,0.78656,0.86677,,0.3369500000000001,,"(55.0, 175.0)",120.0
88,2,70.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5374099999999999,0.63965,0.70114,,0.1520100000000002,,"(225.0, 2620.0)",2395.0
96,0,60.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.70967,0.5501,0.50429,,0.09768000000000043,0.35740944017563264,"(85.0, 370.0)",285.0
96,1,55.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.7602800000000001,0.56652,0.50577,,0.11541999999999986,0.4223197950969624,"(65.0, 210.0)",145.0
96,2,105.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.6310100000000001,0.5308200000000001,0.5027200000000001,,0.07050999999999985,0.25799487742407545,"(275.0, 3140.0)",2865.0
108,0,185.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88186,0.5388299999999999,,,0.43673000000000006,,"(290.0, 1595.0)",1305.0
108,1,195.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94192,0.54774,,,0.49445000000000006,,"(245.0, 935.0)",690.0
108,2,180.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75894,0.5244599999999999,,,0.33270999999999995,,"(760.0, 10255.0)",9495.0
110,0,45.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5949800000000001,0.5132300000000001,0.57738,0.62627,0.030360000000000165,0.38675159235669,"(65.0, 310.0)",245.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.61923,0.51806,0.59971,0.6632,0.04227999999999976,0.5385987261146467,"(50.0, 175.0)",125.0
110,2,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.56063,0.50749,0.54699,0.57726,0.01932999999999996,0.24624203821656,"(200.0, 2440.0)",2240.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.6649700000000001,0.65159,0.52077,0.858,0.09685000000000032,,"(0.0, 10.0)",10.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72212,0.6979500000000001,0.52399,0.911,0.14810999999999985,,"(0.0, 5.0)",5.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.60267,0.59521,0.51291,0.7440599999999999,0.04650999999999961,0.7301412872841441,"(5.0, 60.0)",55.0
