,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,96.0
mean,8.80952380952381,0.003401496598639459,0.0018538888888888865,0.00888731092436975,0.00916587301587302,0.006333237410071953,0.012502159669956762
std,13.987926953506047,0.01220212682751308,0.0025009234968743693,0.02244950743853894,0.023246841938479448,0.017756838617954993,0.029045870755529075
min,0.0,9.99999999995449e-06,0.0,2.0000000000020002e-05,1.0000000000065512e-05,0.0,0.0
25%,0.0,0.0006400000000000294,0.000557499999999933,0.0006649999999999712,0.0008699999999999819,0.0005850000000001687,0.0009658810820273411
50%,5.0,0.0016500000000000403,0.0013199999999999878,0.0016200000000000658,0.0016299999999999093,0.0013399999999998968,0.0025365902096879077
75%,10.0,0.0028549999999999964,0.002405000000000046,0.0030999999999999917,0.0025550000000000295,0.0030449999999999644,0.006981672637627492
max,95.0,0.12048000000000003,0.023900000000000032,0.12317,0.14100999999999997,0.14608999999999994,0.20299083453931677
