id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.6609700000000001,0.6789700000000001,0.6206,,0.19360999999999995,0.7997108632796366,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.70791,0.73107,0.65527,,0.26488999999999996,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.59927,0.60703,0.5733900000000001,,0.12214999999999998,0.5045435770342835,"(5.0, 130.0)",125.0
88,0,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5593600000000001,0.7228,0.81026,,0.25385,,"(70.0, 310.0)",240.0
88,1,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.57894,0.78674,0.86145,,0.33168,,"(55.0, 170.0)",115.0
88,2,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5333300000000001,0.6401600000000001,0.70028,,0.15145000000000008,,"(225.0, 2605.0)",2380.0
96,0,70.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.7081,0.5528299999999999,0.50529,,0.09774000000000005,0.3576289791437981,"(85.0, 355.0)",270.0
96,1,50.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75698,0.56328,0.50699,,0.11467000000000005,0.41957555799487745,"(65.0, 200.0)",135.0
96,2,55.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.62714,0.53201,0.50207,,0.0710900000000001,0.26011708744968925,"(265.0, 3000.0)",2695.0
108,0,190.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88069,0.53672,,,0.43516999999999995,,"(290.0, 1585.0)",1295.0
108,1,185.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94082,0.54801,,,0.49571999999999994,,"(245.0, 920.0)",675.0
108,2,150.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75746,0.52056,,,0.32892999999999994,,"(760.0, 10315.0)",9555.0
110,0,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.59256,0.51108,0.57431,0.62774,0.029879999999999796,0.38063694267515663,"(65.0, 290.0)",225.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.6182300000000001,0.51571,0.59658,0.6625099999999999,0.03989000000000009,0.5081528662420394,"(50.0, 165.0)",115.0
110,2,60.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.55664,0.50554,0.54567,0.5766,0.01802999999999999,0.22968152866242025,"(190.0, 2310.0)",2120.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66335,0.6500699999999999,0.51893,0.85775,0.09562999999999988,,"(0.0, 10.0)",10.0
