,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,119.0,63.0,139.0,95.0
mean,8.333333333333334,0.0016515646258503424,0.0015982638888888871,0.0020115966386554597,0.0017252380952380998,0.0016872661870503606,0.0037873391996793683
std,8.823484644885987,0.0012819007188494252,0.0012197955405086965,0.004144045960250266,0.0013512024001855693,0.0030776687030969235,0.00710801482876296
min,0.0,9.99999999995449e-06,3.999999999992898e-05,1.0000000000065512e-05,0.0,0.0,1.6952025767194567e-05
25%,0.0,0.0007949999999999902,0.0006450000000000344,0.0005100000000000104,0.0007949999999999902,0.0004899999999999349,0.0007436954821914699
50%,5.0,0.0013499999999999623,0.0013399999999999523,0.0010899999999999244,0.0014999999999999458,0.001040000000000041,0.0019199567333693657
75%,15.0,0.0022499999999999742,0.002290000000000042,0.0023400000000000087,0.0023450000000000415,0.0019899999999996587,0.003968540617760641
max,45.0,0.007059999999999955,0.006739999999999968,0.04008999999999996,0.006489999999999996,0.031580000000000163,0.05803013597941964
