id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.6624,0.67796,0.6230100000000001,,0.19557000000000013,0.807806691449815,"(5.0, 30.0)",25.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.7132499999999999,0.7320800000000001,0.6561,,0.2688999999999998,0.7378356051218501,"(5.0, 20.0)",15.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.60257,0.60932,0.57291,,0.12090000000000001,0.4993804213135071,"(5.0, 155.0)",150.0
88,0,55.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.5596300000000001,0.72639,0.80812,,0.2534099999999999,,"(80.0, 360.0)",280.0
88,1,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.58456,0.7891,0.8629100000000001,,0.34028999999999987,,"(60.0, 200.0)",140.0
88,2,90.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.53547,0.64129,0.70294,,0.15307000000000026,,"(240.0, 2915.0)",2675.0
96,0,65.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.70882,0.5545100000000001,0.50404,,0.11407,0.4173801683132088,"(85.0, 365.0)",280.0
96,1,60.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75865,0.5674,0.50517,,0.13900999999999986,0.508635199414562,"(65.0, 200.0)",135.0
96,2,70.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.63077,0.5309900000000001,0.50363,,0.07635000000000025,0.27936333699231697,"(280.0, 3050.0)",2770.0
108,0,180.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88199,0.53855,,,0.43653999999999993,,"(290.0, 1595.0)",1305.0
108,1,205.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94082,0.5501199999999999,,,0.4963099999999999,,"(245.0, 925.0)",680.0
108,2,195.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.7584299999999999,0.51963,,,0.32793000000000005,,"(760.0, 10195.0)",9700.0
110,0,45.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5954999999999999,0.5111,0.5726,0.6277200000000001,0.029669999999999863,0.3779617834394887,"(65.0, 305.0)",240.0
110,1,45.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.61956,0.51529,0.5939300000000001,0.66265,0.041040000000000076,0.5228025477707016,"(50.0, 175.0)",125.0
110,2,75.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.55725,0.50637,0.54776,0.5761000000000001,0.01766000000000012,0.22496815286624355,"(205.0, 2450.0)",2245.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.6658,0.6526799999999999,0.52052,0.85909,0.0973799999999998,,"(0.0, 15.0)",15.0
111,1,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.72012,0.69758,0.5283100000000001,0.90905,0.14744000000000002,,"(0.0, 10.0)",10.0
111,2,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.60085,0.5935699999999999,0.5140199999999999,0.7423,0.04860999999999993,0.7631083202511824,"(5.0, 75.0)",70.0
119,0,65.0,45.71913203599437,"[1, 2, 6, 7, 3]",0.7022900000000001,0.51951,0.50085,0.63722,0.03159999999999985,0.0488634606463582,"(90.0, 370.0)",280.0
119,1,60.0,45.71913203599437,"[1, 2, 7, 6, 3]",0.76707,0.5261100000000001,0.50319,0.67746,0.042549999999999866,0.06579557754754889,"(65.0, 205.0)",140.0
119,2,95.0,45.71913203599437,"[1, 2, 6, 7, 3]",0.62368,0.51294,0.50076,0.58497,0.020619999999999528,0.03188495438379391,"(290.0, 3195.0)",2905.0
138,0,110.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.79583,0.47526,0.86298,0.93899,0.2165499999999998,0.3873881932021463,"(135.0, 580.0)",445.0
138,1,105.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.86053,0.47034,0.92953,0.97684,0.2964,0.5302325581395348,"(105.0, 310.0)",205.0
138,2,130.0,80.6780548211705,"[1, 10, 6, 2, 4]",0.69234,0.48675,0.74655,0.8237,0.10538000000000025,0.18851520572450847,"(415.0, 4820.0)",4405.0
141,0,70.0,50.58227123393115,"[1, 6, 5, 2, 4]",0.79394,0.69766,0.67569,,0.2873,0.4405090463048145,"(95.0, 385.0)",290.0
141,1,65.0,50.58227123393115,"[1, 6, 5, 2, 4]",0.86218,0.74413,0.72508,,0.3925200000000001,0.6018399264029441,"(70.0, 210.0)",140.0
141,2,85.0,50.58227123393115,"[1, 6, 5, 2, 4]",0.6895899999999999,0.6261399999999999,0.61147,,0.16505000000000014,0.25306654400490675,"(295.0, 3200.0)",2905.0
149,0,115.0,75.42889631269611,"[1, 6, 2, 4, 5]",0.72689,0.7004699999999999,0.50812,,0.17875999999999992,,"(155.0, 620.0)",465.0
149,1,120.0,75.42889631269611,"[1, 6, 2, 4, 5]",0.7881199999999999,0.76138,0.5072,,0.24058999999999997,,"(115.0, 325.0)",210.0
149,2,225.0,75.42889631269611,"[1, 6, 2, 4, 5]",0.64069,0.62695,0.50344,,0.11759000000000008,,"(525.0, 5570.0)",5045.0
154,0,80.0,54.65432891039514,"[1, 7, 6, 2, 4]",0.7338199999999999,0.58497,0.5448200000000001,0.92116,0.11289999999999989,0.27911001236093924,"(110.0, 445.0)",335.0
154,1,65.0,54.65432891039514,"[1, 7, 6, 2, 4]",0.79211,0.60802,0.55874,0.96552,0.1546900000000001,0.3824227441285541,"(80.0, 240.0)",160.0
154,2,135.0,54.65432891039514,"[1, 7, 6, 2, 4]",0.64542,0.55318,0.5283599999999999,0.80359,0.05825000000000036,0.14400494437577346,"(345.0, 3775.0)",3430.0
158,0,40.0,40.53861593209827,"[1, 6, 2, 7, 5]",0.71234,0.83998,,,0.56245,,"(65.0, 295.0)",230.0
158,1,45.0,40.53861593209827,"[1, 6, 2, 7, 5]",0.77064,0.91122,,,0.68352,,"(50.0, 170.0)",120.0
158,2,60.0,40.53861593209827,"[1, 6, 2, 7, 5]",0.62864,0.72594,,,0.39705999999999986,,"(190.0, 2351.25)",2161.25
175,0,55.0,41.567345923037564,"[1, 6, 4, 3, 2]",0.65917,0.5391,0.69408,0.60511,0.06036000000000019,0.15900948366701842,"(70.0, 310.0)",240.0
175,1,50.0,41.567345923037564,"[1, 6, 4, 3, 2]",0.70587,0.55065,0.73985,0.6384000000000001,0.08709999999999996,0.22945205479452044,"(55.0, 175.0)",120.0
175,2,60.0,41.567345923037564,"[1, 6, 4, 3, 2]",0.59626,0.5248999999999999,0.6201,0.5636399999999999,0.030240000000000045,0.0796628029504743,"(225.0, 2665.0)",2440.0
176,0,130.0,60.19231379450125,"[3, 4, 1, 2, 5]",0.51495,0.7266699999999999,0.60539,,0.13835999999999993,0.280819971585143,"(135.0, 505.0)",370.0
176,1,95.0,60.19231379450125,"[3, 4, 1, 2, 5]",0.5188900000000001,0.7814,0.64222,,0.17520999999999998,0.3556119342399026,"(100.0, 275.0)",175.0
176,2,175.0,60.19231379450125,"[3, 4, 1, 2, 5]",0.50638,0.64463,0.56469,,0.09124999999999994,0.18520397807996744,"(495.0, 5040.0)",4545.0
179,0,45.0,38.54362917499513,"[10, 2, 6, 1, 4]",0.6839999999999999,0.50768,0.52493,0.80696,0.055400000000000116,0.09391422274961878,"(65.0, 300.0)",235.0
179,1,40.0,38.54362917499513,"[10, 2, 6, 1, 4]",0.73283,0.51387,0.53253,0.86931,0.07451000000000008,0.126309543990507,"(50.0, 170.0)",120.0
179,2,60.0,38.54362917499513,"[10, 2, 6, 1, 4]",0.61302,0.50781,0.51511,0.70104,0.03228999999999982,0.05473809120189832,"(210.0, 2435.0)",2225.0
180,0,50.0,41.013504492382864,"[1, 6, 4, 7, 5]",0.63695,0.89741,,,0.54659,0.968615984405458,"(65.0, 300.0)",235.0
180,1,45.0,41.013504492382864,"[1, 6, 4, 7, 5]",0.68106,0.94333,,,0.62774,,"(50.0, 170.0)",120.0
180,2,70.0,41.013504492382864,"[1, 6, 4, 7, 5]",0.58509,0.77765,,,0.4058999999999999,0.7192982456140349,"(190.0, 2360.0)",2170.0
187,0,75.0,48.449738338395285,"[6, 1, 2, 4, 5]",0.5014799999999999,0.6475,0.9514,,0.22158,0.2542512908777969,"(90.0, 380.0)",290.0
187,1,60.0,48.449738338395285,"[6, 1, 2, 4, 5]",0.5022,0.6991499999999999,0.98313,,0.2681199999999998,0.3076534710269648,"(70.0, 210.0)",140.0
187,2,80.0,48.449738338395285,"[6, 1, 2, 4, 5]",0.50351,0.5891299999999999,0.83789,,0.15198000000000012,0.17438898450946658,"(285.0, 3135.0)",2850.0
206,0,10.0,11.226231064421425,"[12, 7, 2, 16, 21]",0.04615999999999998,0.78588,,,0.01927000000000012,0.04694275274056059,"(15.0, 85.0)",70.0
206,1,10.0,11.226231064421425,"[12, 7, 2, 16, 21]",0.017549999999999955,0.84945,,,0.007879999999999998,0.01919610231425091,"(15.0, 55.0)",40.0
206,2,10.0,11.226231064421425,"[12, 7, 2, 16, 21]",0.15451000000000004,0.6851499999999999,,,0.06340000000000001,0.1544457978075518,"(40.0, 530.0)",490.0
209,0,75.0,54.132177697977504,"[1, 6, 5, 4, 3]",0.6844399999999999,,,,0.6844399999999999,,"(100.0, 410.0)",310.0
209,1,70.0,54.132177697977504,"[1, 6, 5, 4, 3]",0.7382299999999999,,,,0.7382299999999999,,"(75.0, 225.0)",150.0
209,2,115.0,54.132177697977504,"[1, 6, 5, 4, 3]",0.61592,,,,0.61592,,"(315.0, 3465.0)",3150.0
211,0,65.0,53.75864652418655,"[7, 6, 10, 2, 1]",0.79827,0.39281999999999995,0.82771,0.62402,0.08427000000000029,,"(95.0, 405.0)",310.0
211,1,65.0,53.75864652418655,"[7, 6, 10, 2, 1]",0.85249,0.3647,0.89563,0.6742,0.12205999999999984,,"(70.0, 230.0)",160.0
211,2,85.0,53.75864652418655,"[7, 6, 10, 2, 1]",0.69214,0.43287,0.7178,0.57923,0.04302000000000006,,"(285.0, 3240.0)",2955.0
227,0,30.0,20.014371038576503,"[1, 2, 6, 10, 7]",0.67842,0.72489,0.10060999999999998,0.61101,,0.002287166454893341,"(40.0, 155.0)",115.0
227,1,25.0,20.014371038576503,"[1, 2, 6, 10, 7]",0.73933,0.78871,0.053790000000000004,0.36372000000000004,,0.0011012282930944251,"(30.0, 90.0)",60.0
227,2,40.0,20.014371038576503,"[1, 2, 6, 10, 7]",0.60901,0.63733,0.22009,0.57091,0.0023300000000002763,0.009868699703516627,"(115.0, 1125.0)",1010.0
236,0,70.0,49.76022964602945,"[6, 1, 2, 4, 5]",0.5744199999999999,0.51989,0.94147,,0.18613000000000013,0.2516630611141159,"(95.0, 405.0)",310.0
236,1,60.0,49.76022964602945,"[6, 1, 2, 4, 5]",0.5993200000000001,0.5281,0.97884,,0.22153000000000012,0.2995267712276908,"(75.0, 225.0)",150.0
236,2,115.0,49.76022964602945,"[6, 1, 2, 4, 5]",0.54724,0.51391,0.8271,,0.13151000000000002,0.17781233098972418,"(320.0, 3430.0)",3110.0
240,0,10.0,7.649484536082474,"[12, 2, 22, 1, 10]",0.5238700000000001,0.56611,0.57175,0.50356,0.02071999999999996,0.049867629362214096,"(15.0, 80.0)",65.0
240,1,10.0,7.649484536082474,"[12, 2, 22, 1, 10]",0.5320400000000001,0.58729,0.58773,0.50648,0.02725999999999973,0.0656077015643796,"(10.0, 45.0)",35.0
