id,Assumption,Most probable total value (tCO2e/collaborator),Value of sum of declaration and averages,Most important declared scopes,Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure,Interval,Interval lenght
77,0,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.6614,0.67763,0.61966,,0.1941299999999998,0.8018587360594791,"(5.0, 25.0)",20.0
77,1,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.7087399999999999,0.73041,0.65279,,0.26402000000000003,,"(5.0, 15.0)",10.0
77,2,5.0,4.676660682226212,"[1, 6, 2, 4, 10]",0.59667,0.6087199999999999,0.5744400000000001,,0.12031000000000003,0.4969434118133006,"(5.0, 125.0)",120.0
88,0,45.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.55791,0.72412,0.80758,,0.2505399999999999,,"(70.0, 315.0)",245.0
88,1,50.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.58387,0.7833600000000001,0.86251,,0.33480999999999994,,"(55.0, 175.0)",120.0
88,2,60.0,42.7768288061807,"[1, 2, 6, 4, 7]",0.53662,0.63782,0.70065,,0.15368000000000015,,"(225.0, 2605.0)",2380.0
96,0,50.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.7080299999999999,0.5516099999999999,0.50498,,0.09701000000000004,0.354957921697768,"(85.0, 355.0)",270.0
96,1,45.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.75954,0.56167,0.50377,,0.11300999999999994,0.4135016465422609,"(65.0, 195.0)",130.0
96,2,65.0,47.52909118449099,"[1, 4, 6, 2, 5]",0.62925,0.53093,0.50081,,0.07048999999999983,0.25792169776801976,"(265.0, 2970.0)",2705.0
108,0,155.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.88084,0.53793,,,0.43496999999999997,,"(290.0, 1565.0)",1275.0
108,1,165.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.94063,0.5493600000000001,,,0.4954200000000001,,"(245.0, 925.0)",680.0
108,2,160.0,299.98953584551816,"[1, 3, 6, 7, 5]",0.75561,0.5226999999999999,,,0.33009,,"(750.0, 10235.0)",9485.0
110,0,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.56707,0.51044,0.5731299999999999,0.6275200000000001,0.029960000000000098,0.38165605095541527,"(60.0, 290.0)",230.0
110,1,40.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5720700000000001,0.5161,0.5945,0.66057,0.041360000000000174,0.5268789808917219,"(50.0, 165.0)",115.0
110,2,50.0,40.213963950093344,"[7, 6, 2, 4, 1]",0.5458799999999999,0.50614,0.54451,0.57788,0.01896999999999971,0.24165605095541032,"(195.0, 2295.0)",2100.0
111,0,0.0,1.665693430656934,"[2, 1, 6, 4, 10]",0.66288,0.6508,0.51988,0.85661,0.09600999999999982,,"(0.0, 10.0)",10.0
