,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,120.0,63.0,138.0,95.0
mean,7.380952380952381,0.0017127891156462592,0.0016665277777777822,0.0028531666666666657,0.011847936507936505,0.0015375362318840694,0.003163740292958823
std,9.424053553971765,0.0012295654552108397,0.0013093052230305768,0.007352797099204682,0.047292685008896926,0.0016687894172470144,0.004908043612513844
min,0.0,4.0000000000040004e-05,0.0,0.0,0.0,5.0000000000105516e-05,0.0
25%,0.0,0.0008049999999999446,0.0006299999999999917,0.0005849999999999189,0.0006199999999999539,0.0005849999999998634,0.0008599375358852015
50%,5.0,0.0014100000000001334,0.0013099999999999778,0.0015399999999999858,0.0017099999999999893,0.0011149999999999771,0.002021924482338601
75%,10.0,0.0024899999999999922,0.0024649999999999672,0.002610000000000001,0.0026099999999999457,0.0020600000000000618,0.0036263190593096295
max,55.0,0.005950000000000011,0.005699999999999927,0.05291999999999997,0.2789400000000001,0.016079999999999983,0.03437990580848138
