,Most probable total value (tCO2e/collaborator),Probability E1>=E2,Probability E2>=E3,Probability E3>=E4,Probability E4>=E5,Probability good order on most important declared scopes,Uncertainty measure
count,147.0,147.0,144.0,120.0,63.0,138.0,95.0
mean,8.46938775510204,0.001535238095238089,0.0015361111111111215,0.002874333333333325,0.011319365079365082,0.001278768115942005,0.0025843066828851752
std,11.281155412049243,0.0012262546459120927,0.001186613039305776,0.0074452165832827695,0.047239820814204136,0.0016330730750536108,0.003799609066388176
min,0.0,1.999999999990898e-05,9.99999999995449e-06,0.0,5.999999999994898e-05,1.1102230246251565e-16,2.706168622523819e-16
25%,0.0,0.0005050000000000332,0.0006774999999999975,0.0007149999999999379,0.0005249999999999422,0.00044250000000012335,0.0005724860449628708
50%,5.0,0.0012600000000000389,0.0010899999999999799,0.0014100000000000223,0.0010799999999999699,0.0008750000000000147,0.0014412756823064532
75%,10.0,0.002175000000000038,0.0021950000000000303,0.00229749999999998,0.0020299999999999763,0.0016475000000000795,0.0032445127999156664
max,75.0,0.005439999999999889,0.005099999999999993,0.05782999999999994,0.27896,0.01599000000000006,0.029382579933847963
